candidate_id,author_group,entry_id,text_source,sample_type,candidate_method,trigger_pattern,left_term_key,left_display,right_term_key,right_display,relation_hint,evidence_display,review_status,review_confidence,review_note
SNRC-00130,Aetius,AET_LM-1.131,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμπαρ,ἄμπαρ,ασαρον χαλδαικον,ἄσαρ χαλδαικοῦ,place_qualified_variant,"ν συνεχῶς ἐπιβάλλων ὕδωρ κατὰ βραχὺ πρὸς ὃ τὸ πρῶτον ἀναλίσκεται, εἶτα ἑψήσας ἐπὶ ὥρας <γ> ἢ καὶ πλέον σκεπάσας ἔα διανυκτερεῦσαι· τῇ δὲ ἑξῆς ἀνασπάσας τὰ ἤδη ἑψηθέντα καὶ ἀποχωρίσας τοῦ ἐλαίου τὸ ὕδωρ, εἶτ' ἐπιβαλὼν ἕτερον ὕδωρ καὶ οἴνου βραχὺ ἕψε. ὅτα",pending_llm_review,,
SNRC-00131,Aetius,AET_LM-1.131,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμπαρ,ἄμπαρ,ασπαλαθος,ἀσπαλάθου,unreviewed,"ν συνεχῶς ἐπιβάλλων ὕδωρ κατὰ βραχὺ πρὸς ὃ τὸ πρῶτον ἀναλίσκεται, εἶτα ἑψήσας ἐπὶ ὥρας <γ> ἢ καὶ πλέον σκεπάσας ἔα διανυκτερεῦσαι· τῇ δὲ ἑξῆς ἀνασπάσας τὰ ἤδη ἑψηθέντα καὶ ἀποχωρίσας τοῦ ἐλαίου τὸ ὕδωρ, εἶτ' ἐπιβαλὼν ἕτερον ὕδωρ καὶ οἴνου βραχὺ ἕψε. ὅτα",pending_llm_review,,
SNRC-00132,Aetius,AET_LM-1.131,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμπαρ,ἄμπαρ,βαλσαμον,βαλσάμου,unreviewed,"ν συνεχῶς ἐπιβάλλων ὕδωρ κατὰ βραχὺ πρὸς ὃ τὸ πρῶτον ἀναλίσκεται, εἶτα ἑψήσας ἐπὶ ὥρας <γ> ἢ καὶ πλέον σκεπάσας ἔα διανυκτερεῦσαι· τῇ δὲ ἑξῆς ἀνασπάσας τὰ ἤδη ἑψηθέντα καὶ ἀποχωρίσας τοῦ ἐλαίου τὸ ὕδωρ, εἶτ' ἐπιβαλὼν ἕτερον ὕδωρ καὶ οἴνου βραχὺ ἕψε. ὅτα",pending_llm_review,,
SNRC-00133,Aetius,AET_LM-1.131,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμπαρ,ἄμπαρ,βραθυς,βράθυος,unreviewed,"ν συνεχῶς ἐπιβάλλων ὕδωρ κατὰ βραχὺ πρὸς ὃ τὸ πρῶτον ἀναλίσκεται, εἶτα ἑψήσας ἐπὶ ὥρας <γ> ἢ καὶ πλέον σκεπάσας ἔα διανυκτερεῦσαι· τῇ δὲ ἑξῆς ἀνασπάσας τὰ ἤδη ἑψηθέντα καὶ ἀποχωρίσας τοῦ ἐλαίου τὸ ὕδωρ, εἶτ' ἐπιβαλὼν ἕτερον ὕδωρ καὶ οἴνου βραχὺ ἕψε. ὅτα",pending_llm_review,,
SNRC-00134,Aetius,AET_LM-1.131,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμπαρ,ἄμπαρ,βρουλλοκυπερον,βρουλλοκυπέρου,unreviewed,"ν συνεχῶς ἐπιβάλλων ὕδωρ κατὰ βραχὺ πρὸς ὃ τὸ πρῶτον ἀναλίσκεται, εἶτα ἑψήσας ἐπὶ ὥρας <γ> ἢ καὶ πλέον σκεπάσας ἔα διανυκτερεῦσαι· τῇ δὲ ἑξῆς ἀνασπάσας τὰ ἤδη ἑψηθέντα καὶ ἀποχωρίσας τοῦ ἐλαίου τὸ ὕδωρ, εἶτ' ἐπιβαλὼν ἕτερον ὕδωρ καὶ οἴνου βραχὺ ἕψε. ὅτα",pending_llm_review,,
SNRC-00135,Aetius,AET_LM-1.131,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμπαρ,ἄμπαρ,γαλαγγα,γαλαγγὰ,unreviewed,"ν συνεχῶς ἐπιβάλλων ὕδωρ κατὰ βραχὺ πρὸς ὃ τὸ πρῶτον ἀναλίσκεται, εἶτα ἑψήσας ἐπὶ ὥρας <γ> ἢ καὶ πλέον σκεπάσας ἔα διανυκτερεῦσαι· τῇ δὲ ἑξῆς ἀνασπάσας τὰ ἤδη ἑψηθέντα καὶ ἀποχωρίσας τοῦ ἐλαίου τὸ ὕδωρ, εἶτ' ἐπιβαλὼν ἕτερον ὕδωρ καὶ οἴνου βραχὺ ἕψε. ὅτα",pending_llm_review,,
SNRC-00136,Aetius,AET_LM-1.131,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμπαρ,ἄμπαρ,γομφιτης,γομφίτου,unreviewed,"ν συνεχῶς ἐπιβάλλων ὕδωρ κατὰ βραχὺ πρὸς ὃ τὸ πρῶτον ἀναλίσκεται, εἶτα ἑψήσας ἐπὶ ὥρας <γ> ἢ καὶ πλέον σκεπάσας ἔα διανυκτερεῦσαι· τῇ δὲ ἑξῆς ἀνασπάσας τὰ ἤδη ἑψηθέντα καὶ ἀποχωρίσας τοῦ ἐλαίου τὸ ὕδωρ, εἶτ' ἐπιβαλὼν ἕτερον ὕδωρ καὶ οἴνου βραχὺ ἕψε. ὅτα",pending_llm_review,,
SNRC-00137,Aetius,AET_LM-1.131,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμπαρ,ἄμπαρ,δενδρολιβανον,δενδρολιβάνου,unreviewed,"ν συνεχῶς ἐπιβάλλων ὕδωρ κατὰ βραχὺ πρὸς ὃ τὸ πρῶτον ἀναλίσκεται, εἶτα ἑψήσας ἐπὶ ὥρας <γ> ἢ καὶ πλέον σκεπάσας ἔα διανυκτερεῦσαι· τῇ δὲ ἑξῆς ἀνασπάσας τὰ ἤδη ἑψηθέντα καὶ ἀποχωρίσας τοῦ ἐλαίου τὸ ὕδωρ, εἶτ' ἐπιβαλὼν ἕτερον ὕδωρ καὶ οἴνου βραχὺ ἕψε. ὅτα",pending_llm_review,,
SNRC-00138,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,αρναβω,ἀρνάβω,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00139,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,ασπαλαθος,ἀσπαλάθου,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00140,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,ελαιον,ἐλαίου,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00141,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,ελενιον,ἑλενίου,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00142,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,ζιγγιβερις,ζιγγιβέρεως,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00143,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,ιρις,ἴρεως,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00144,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,καλαμος,κάλαμος,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00145,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,καρυον,κάρυα,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00146,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,καρυον ινδικον,κάρυα ἰνδικὰ,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00147,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,καρυοφυλλον,καρυοφύλλου,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00148,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,καρποβαλσαμον,καρποβαλσάμου,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00149,Aetius,AET_LM-1.132,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,αμωμον,ἀμώμου,κασια,κασίας,unreviewed,"ίου ξυλοκασίας ἀποφλοισθέντων καὶ ἁδρομερῶς κοπέντων καὶ προβραχέντων ὕδατι ἐπὶ ἡμέρας <β> ἢ <γ>, ἐν δὲ τῇ δευτέρᾳ ἑψήσει ἐμβάλλεται κάλαμος σχοῖνος ὕπνον προνοτισθέντα οἴνῳ παλαιῷ εὐώδει, ἐν δὲ τῇ τρίτῃ τὰ λοιπά. γίγνεται δὲ καὶ δευτέριον οὕτως· τοῖς κ",pending_llm_review,,
SNRC-00150,Aetius,AET_LM-1.134,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ελαιον,ἐλαίῳ,ομφακινος,ὀμφακίνῳ,unreviewed,"ν ἁρμόδια τὰ εὐώδη μύρα. Τὰ δὲ εὐώδη τῶν μύρων ταῖς ψυχροτέραις τῶν κεφαλῶν μᾶλλον ἁρμόδια ἢ ταῖς μέσως θερμαῖς ἐν χειμῶνι, ταῖς γὰρ θερμοτέραις οὐκ ἐπιτήδεια. εἰ δὲ τις διὰ τὸ εὐῶδες βούληται χρῆσθαι τοῖς τοιούτοις, προσμιγνύτω ῥόδινον ἶσον ἴσῳ· οὕτως ",pending_llm_review,,
SNRC-00151,Aetius,AET_LM-1.134,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ελαιον,ἐλαίῳ,ροδινος,ῥόδινον,unreviewed,"ν ἁρμόδια τὰ εὐώδη μύρα. Τὰ δὲ εὐώδη τῶν μύρων ταῖς ψυχροτέραις τῶν κεφαλῶν μᾶλλον ἁρμόδια ἢ ταῖς μέσως θερμαῖς ἐν χειμῶνι, ταῖς γὰρ θερμοτέραις οὐκ ἐπιτήδεια. εἰ δὲ τις διὰ τὸ εὐῶδες βούληται χρῆσθαι τοῖς τοιούτοις, προσμιγνύτω ῥόδινον ἶσον ἴσῳ· οὕτως ",pending_llm_review,,
SNRC-00152,Aetius,AET_LM-1.134,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ομφακινος,ὀμφακίνῳ,ροδινος,ῥόδινον,unreviewed,"ν ἁρμόδια τὰ εὐώδη μύρα. Τὰ δὲ εὐώδη τῶν μύρων ταῖς ψυχροτέραις τῶν κεφαλῶν μᾶλλον ἁρμόδια ἢ ταῖς μέσως θερμαῖς ἐν χειμῶνι, ταῖς γὰρ θερμοτέραις οὐκ ἐπιτήδεια. εἰ δὲ τις διὰ τὸ εὐῶδες βούληται χρῆσθαι τοῖς τοιούτοις, προσμιγνύτω ῥόδινον ἶσον ἴσῳ· οὕτως ",pending_llm_review,,
SNRC-00153,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,βδελλιον,βδελλίου,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00154,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,βδελλιον καθαρον,βδελλίου καθαροῦ,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00155,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,καρβων,κάρβωνας,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00156,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,καταμηνια,καταμήνια,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00157,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,κοστος,κόστου,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00158,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,ονυξ,ὀνύχων,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00159,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,ονυξ αρωματικος μεγας,ὀνύχων ἀρωματικῶν μεγάλων,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00160,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,πηλος,πηλῷ,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00161,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,στυραξ,στύρακος,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00162,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,στυραξ πρωτειος,στύρακος πρωτείου,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00163,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,υπνος,ὕπνῳ,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00164,Aetius,AET_LM-1.135,AET_LM,trigger,heading_eta,\s[ἤἢη]\s,ασπαλαθος,ἀσπαλάθου,ελαιον,ἐλαίου,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,
SNRC-00165,Aetius,AET_LM-1.1,AET_LM,control,control_no_trigger,,αβροτονον,ἀβρότονον,,,unreviewed,ἀβρότονον,pending_llm_review,,Control entry: reviewer should add any missed name relations or confirm none.
SNRC-00166,Aetius,AET_LM-1.10,AET_LM,control,control_no_trigger,,αιρα,αἶρα,,,unreviewed,αἶρα,pending_llm_review,,Control entry: reviewer should add any missed name relations or confirm none.
SNRC-00167,Aetius,AET_LM-1.102,AET_LM,control,control_no_trigger,,ελαιον,ἔλαιον,,,unreviewed,ἔλ. λινοσπέρμινον,pending_llm_review,,Control entry: reviewer should add any missed name relations or confirm none.
SNRC-00168,Aetius,AET_LM-1.103,AET_LM,control,control_no_trigger,,κικινον,κικίνῳ,,,unreviewed,ῥαφάνινον ἔλαιον,pending_llm_review,,Control entry: reviewer should add any missed name relations or confirm none.
SNRC-00169,Dioscorides,DIOSC_DMM-1.1,DIOSC_DMM,trigger,heading_semicolon,;,ελλεβορος,ἐλλεβόρῳ,ελλεβορος λευκος,ἐλλεβόρῳ λευκῷ,variant,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,
SNRC-00170,Dioscorides,DIOSC_DMM-1.1,DIOSC_DMM,trigger,heading_semicolon,;,ελλεβορος,ἐλλεβόρῳ,εμμηνον,ἔμμηνα,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,
SNRC-00171,Dioscorides,DIOSC_DMM-1.1,DIOSC_DMM,trigger,heading_semicolon,;,ελλεβορος,ἐλλεβόρῳ,ιρις,ἶρις,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,
SNRC-00172,Dioscorides,DIOSC_DMM-1.1,DIOSC_DMM,trigger,heading_semicolon,;,ελλεβορος,ἐλλεβόρῳ,ιρις ιλλυρικη,ἶρις Ἰλλυρικὴ,place_qualified_variant,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,
SNRC-00173,Dioscorides,DIOSC_DMM-1.1,DIOSC_DMM,trigger,heading_semicolon,;,ελλεβορος,ἐλλεβόρῳ,μελι,μέλιτος,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,
SNRC-00174,Dioscorides,DIOSC_DMM-1.1,DIOSC_DMM,trigger,heading_semicolon,;,ελλεβορος,ἐλλεβόρῳ,οινος,οἴνῳ,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,
SNRC-00175,Dioscorides,DIOSC_DMM-1.1,DIOSC_DMM,trigger,heading_semicolon,;,ελλεβορος,ἐλλεβόρῳ,οξος,ὄξους,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,
SNRC-00176,Dioscorides,DIOSC_DMM-1.1,DIOSC_DMM,trigger,heading_semicolon,;,ελλεβορος,ἐλλεβόρῳ,υδρομελι,ὑδρομέλιτος,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,
