lemma_id,headword_gr,headword_normalized,headword_en,parent_lemma,relationship,category,notes
L631,μελαντηρία,μελαντηρια,,,,mineral,
L632,μέλαν γραφικόν,μελαν γραφικον,,,,mineral,
L633,μίσυ,μισυ,,,,mineral,
L634,μολύβδαινα,μολυβδαινα,,,,mineral,
L635,μόλυβδος,μολυβδος,,,,mineral,
L636,ὀστράκον,οστρακον,,,,mineral,
L637,πομφόλυξ,πομφολυξ,,,,mineral,"split from workbook list: πομφόλυξ, σποδός, σπόδιον; category inherited from bundle source"
L638,σποδός,σποδος,,,,mineral,"split from workbook list: πομφόλυξ, σποδός, σπόδιον; category inherited from bundle source"
L639,σπόδιον,σποδιον,,,,mineral,"split from workbook list: πομφόλυξ, σποδός, σπόδιον; category inherited from bundle source"
L640,σανδαράκη,σανδαρακη,,,,mineral,
L641,σάνδιξ,σανδιξ,,,,mineral,
L642,σκωρία,σκωρια,,,,mineral,
L643,στίμμι,στιμμι,,,,mineral,
L644,στυπτηρία,στυπτηρια,,,,mineral,"split from workbook list: στυπτηρία, σχιστὴ, στρογγύλη, ἀστραγαλωτὴ, ὑγρὰ, πλακῖτίς, πλινθῖτις; category inherited from bundle source"
L645,σχιστὴ,σχιστη,,,,mineral,"split from workbook list: στυπτηρία, σχιστὴ, στρογγύλη, ἀστραγαλωτὴ, ὑγρὰ, πλακῖτίς, πλινθῖτις; category inherited from bundle source"
L646,στρογγύλη,στρογγυλη,,,,mineral,"split from workbook list: στυπτηρία, σχιστὴ, στρογγύλη, ἀστραγαλωτὴ, ὑγρὰ, πλακῖτίς, πλινθῖτις; category inherited from bundle source"
L647,ἀστραγαλωτὴ,αστραγαλωτη,,,,mineral,"split from workbook list: στυπτηρία, σχιστὴ, στρογγύλη, ἀστραγαλωτὴ, ὑγρὰ, πλακῖτίς, πλινθῖτις; category inherited from bundle source"
L648,ὑγρὰ,υγρα,,,,mineral,"split from workbook list: στυπτηρία, σχιστὴ, στρογγύλη, ἀστραγαλωτὴ, ὑγρὰ, πλακῖτίς, πλινθῖτις; category inherited from bundle source"
L649,πλακῖτίς,πλακιτις,,,,mineral,"split from workbook list: στυπτηρία, σχιστὴ, στρογγύλη, ἀστραγαλωτὴ, ὑγρὰ, πλακῖτίς, πλινθῖτις; category inherited from bundle source"
L650,πλινθῖτις,πλινθιτις,,,,mineral,"split from workbook list: στυπτηρία, σχιστὴ, στρογγύλη, ἀστραγαλωτὴ, ὑγρὰ, πλακῖτίς, πλινθῖτις; category inherited from bundle source"
L651,τίτανος,τιτανος,,,,mineral,"split from workbook list: τίτανος, ἡ ἄσβεστος, ἡ σβεσθεῖσα; category inherited from bundle source"
L652,ἡ ἄσβεστος,η ασβεστος,,,,mineral,"split from workbook list: τίτανος, ἡ ἄσβεστος, ἡ σβεσθεῖσα; category inherited from bundle source"
L653,ἡ σβεσθεῖσα,η σβεσθεισα,,,,mineral,"split from workbook list: τίτανος, ἡ ἄσβεστος, ἡ σβεσθεῖσα; category inherited from bundle source"
L654,ὑδράργυρος,υδραργυρος,,,,mineral,
L655,χάλκανθος,χαλκανθος,,,,mineral,
L656,χαλκῖτις,χαλκιτις,,,,mineral,
L657,χαλκὸς κεκαυμένος,χαλκος κεκαυμενος,,,,mineral,
L658,χαλκοῦ ἄνθος,χαλκου ανθος,,,,mineral,
L659,χρυσοκόλλα,χρυσοκολλα,,,,mineral,
L660,ψιμμύθιον,ψιμμυθιον,,,,mineral,
L661,ψωρικόν,ψωρικον,,,,mineral,
L662,αἶμα,αιμα,,,,mineral,
L663,αἷμα ὑείου,αιμα υειου,,L662,subtype,mineral,
L664,αἶμα περιστερᾶς,αιμα περιστερας,,L662,subtype,mineral,
L665,αἶμα νυκτερίδος,αιμα νυκτεριδος,,L662,subtype,mineral,split from workbook list: αἶμα νυκτερίδος τε καὶ λαγωοῦ καὶ ἀλεκτορίδων καὶ αἰγῶν καὶ ἀρνῶν καὶ ἐρίφων ἄρκτων τε καὶ ταύρων καὶ τράγων; category inherited from bundle source
L666,λαγωοῦ,λαγωου,,,,mineral,split from workbook list: αἶμα νυκτερίδος τε καὶ λαγωοῦ καὶ ἀλεκτορίδων καὶ αἰγῶν καὶ ἀρνῶν καὶ ἐρίφων ἄρκτων τε καὶ ταύρων καὶ τράγων; category inherited from bundle source
L667,ἀλεκτορίδων,αλεκτοριδων,,,,mineral,split from workbook list: αἶμα νυκτερίδος τε καὶ λαγωοῦ καὶ ἀλεκτορίδων καὶ αἰγῶν καὶ ἀρνῶν καὶ ἐρίφων ἄρκτων τε καὶ ταύρων καὶ τράγων; category inherited from bundle source
L668,αἰγῶν,αιγων,,,,mineral,split from workbook list: αἶμα νυκτερίδος τε καὶ λαγωοῦ καὶ ἀλεκτορίδων καὶ αἰγῶν καὶ ἀρνῶν καὶ ἐρίφων ἄρκτων τε καὶ ταύρων καὶ τράγων; category inherited from bundle source
L669,ἀρνῶν,αρνων,,,,mineral,split from workbook list: αἶμα νυκτερίδος τε καὶ λαγωοῦ καὶ ἀλεκτορίδων καὶ αἰγῶν καὶ ἀρνῶν καὶ ἐρίφων ἄρκτων τε καὶ ταύρων καὶ τράγων; category inherited from bundle source
L670,ἐρίφων ἄρκτων,εριφων αρκτων,,,,mineral,split from workbook list: αἶμα νυκτερίδος τε καὶ λαγωοῦ καὶ ἀλεκτορίδων καὶ αἰγῶν καὶ ἀρνῶν καὶ ἐρίφων ἄρκτων τε καὶ ταύρων καὶ τράγων; category inherited from bundle source
L671,ταύρων,ταυρων,,,,mineral,split from workbook list: αἶμα νυκτερίδος τε καὶ λαγωοῦ καὶ ἀλεκτορίδων καὶ αἰγῶν καὶ ἀρνῶν καὶ ἐρίφων ἄρκτων τε καὶ ταύρων καὶ τράγων; category inherited from bundle source
L672,τράγων,τραγων,,,,mineral,split from workbook list: αἶμα νυκτερίδος τε καὶ λαγωοῦ καὶ ἀλεκτορίδων καὶ αἰγῶν καὶ ἀρνῶν καὶ ἐρίφων ἄρκτων τε καὶ ταύρων καὶ τράγων; category inherited from bundle source
L673,αἶμα τῶν χλωρῶν βατράχων,αιμα των χλωρων βατραχων,,L662,subtype,mineral,split from workbook list: αἶμα τῶν χλωρῶν βατράχων; βρέξαντα; category inherited from bundle source
L674,αἶμα κροκοδείλου,αιμα κροκοδειλου,,L662,subtype,mineral,
L675,γάλα,γαλα,,,,mineral,split from workbook list: γάλα; ἐκ τῶν Ῥούφου καὶ Γαληνοῦ; category inherited from bundle source
L676,ὀρρός,ορρος,,,,mineral,
L677,τυρός,τυρος,,,,mineral,"split from workbook list: τυρός, φάρμακον τὸ διὰ τοῦ παλαιοῦ τυροῦ πρὸς πώρους; category inherited from bundle source"
L678,βούτυρος,βουτυρος,,,,mineral,
L679,πιτύα,πιτυα,,,,mineral,
L680,πιτύα τῆς φώκης,πιτυα της φωκης,,L679,subtype,mineral,
L681,χολή,χολη,,,,mineral,
L682,ἱδρώς,ιδρως,,,,mineral,
L683,οὖρον,ουρον,,,,mineral,
L684,σίαλον,σιαλον,,,,mineral,split from workbook list: σίαλον; σίελον; πτύελον; category inherited from bundle source
L685,σίελον,σιελον,,,,mineral,split from workbook list: σίαλον; σίελον; πτύελον; category inherited from bundle source
L686,πτύελον,πτυελον,,,,mineral,split from workbook list: σίαλον; σίελον; πτύελον; category inherited from bundle source
L687,λίθος ἐν κύστει,λιθος εν κυστει,,,,mineral,split from workbook list: λίθος ἐν κύστει; λίθος ἐν νεφοῖς; πύον;; category inherited from bundle source
L688,λίθος ἐν νεφοῖς,λιθος εν νεφοις,,,,mineral,split from workbook list: λίθος ἐν κύστει; λίθος ἐν νεφοῖς; πύον;; category inherited from bundle source
L689,πύον,πυον,,,,mineral,split from workbook list: λίθος ἐν κύστει; λίθος ἐν νεφοῖς; πύον;; category inherited from bundle source
L690,κόπρος,κοπρος,,,,mineral,split from workbook list: κόπρος; κόπρον; category inherited from bundle source
L691,κόπρον,κοπρον,,,,mineral,split from workbook list: κόπρος; κόπρον; category inherited from bundle source
L692,κόπρος κυνός,κοπρος κυνος,,L690,subtype,mineral,split from workbook list: κόπρος κυνός; κόπρος κυνεία; category inherited from bundle source
L693,κόπρος κυνεία,κοπρος κυνεια,,L690,subtype,mineral,split from workbook list: κόπρος κυνός; κόπρος κυνεία; category inherited from bundle source
L694,κόπρος ἀνθρωπεία,κοπρος ανθρωπεια,,L690,subtype,mineral,
L695,κόπρος λυκεία,κοπρος λυκεια,,L690,subtype,mineral,
L696,κόπρος αἰγεία,κοπρος αιγεια,,L690,subtype,mineral,
L697,κόπρος βοεία,κοπρος βοεια,,L690,subtype,mineral,
L698,κόπρος προβατεία,κοπρος προβατεια,,L690,subtype,mineral,
L699,κόπρος περιστερᾶς,κοπρος περιστερας,,L690,subtype,mineral,
L700,κόπρος ἀλεκτορίδος,κοπρος αλεκτοριδος,,L690,subtype,mineral,
L701,κόπρος χηνῶν,κοπρος χηνων,,L690,subtype,mineral,split from workbook list: κόπρος χηνῶν; κόπρος πελαγρῶν; category inherited from bundle source
L702,κόπρος πελαγρῶν,κοπρος πελαγρων,,L690,subtype,mineral,split from workbook list: κόπρος χηνῶν; κόπρος πελαγρῶν; category inherited from bundle source
L703,κόπρος μυῶν,κοπρος μυων,,L690,subtype,mineral,
L704,κόπρος τῶν χερσαίων κροκοδείλων,κοπρος των χερσαιων κροκοδειλων,,L690,subtype,mineral,
L705,ῥύπος τῶν ἀνθρώπων,ρυπος των ανθρωπων,,L476,subtype,mineral,
L706,σάρξ ἐχίδνης,σαρξ εχιδνης,,L1079,subtype,animal,
L707,πιμελή,πιμελη,,,,animal,split from workbook list: πιμελή; στέαρ; category inherited from bundle source
L708,στέαρ,στεαρ,,,,animal,split from workbook list: πιμελή; στέαρ; category inherited from bundle source
L709,μυελός,μυελος,,,,animal,
L710,κεφαλὴ μαινίδων,κεφαλη μαινιδων,,L1117,subtype,animal,
L711,κεφαλὴ λαχωῶν,κεφαλη λαχωων,,L1117,subtype,animal,
L712,κεφαλὴ σαύρων,κεφαλη σαυρων,,L1117,subtype,animal,
L713,ἐγκέφαλος λαγωοῦ,εγκεφαλος λαγωου,,L1087,subtype,animal,
L714,κέρας ἐλάφου,κερας ελαφου,,,,animal,split from workbook list: κέρας ἐλάφου; κέρας αἰγῶν; category inherited from bundle source
L715,κέρας αἰγῶν,κερας αιγων,,,,animal,split from workbook list: κέρας ἐλάφου; κέρας αἰγῶν; category inherited from bundle source
L716,πνεύμων ἀρνείου,πνευμων αρνειου,,L1116,subtype,animal,split from workbook list: πνεύμων ἀρνείου; πνεύμων χοιρείου; πνεύμων ἀλώπεκος; category inherited from bundle source
L717,πνεύμων χοιρείου,πνευμων χοιρειου,,L1116,subtype,animal,split from workbook list: πνεύμων ἀρνείου; πνεύμων χοιρείου; πνεύμων ἀλώπεκος; category inherited from bundle source
L718,πνεύμων ἀλώπεκος,πνευμων αλωπεκος,,L1116,subtype,animal,split from workbook list: πνεύμων ἀρνείου; πνεύμων χοιρείου; πνεύμων ἀλώπεκος; category inherited from bundle source
L719,ἧπαρ κυνὸς λυττῶντος,ηπαρ κυνος λυττωντος,,,,animal,
L720,ἧπαρ αἰγός,ηπαρ αιγος,,,,animal,split from workbook list: ἧπαρ αἰγός; ἧπαρ τράγου; category inherited from bundle source
L721,ἧπαρ τράγου,ηπαρ τραγου,,,,animal,split from workbook list: ἧπαρ αἰγός; ἧπαρ τράγου; category inherited from bundle source
L722,ἧπαρ σαύρας,ηπαρ σαυρας,,,,animal,
L723,κοιλία αἰθυίας,κοιλια αιθυιας,,L1127,subtype,animal,
L724,ἧπαρ λύκου,ηπαρ λυκου,,,,animal,
L725,ὄρχεις κάστορος,ορχεις καστορος,,L1085,subtype,animal,split from workbook list: ὄρχεις κάστορος; καστόριον; category inherited from bundle source
L726,καστόριον,καστοριον,,,,animal,split from workbook list: ὄρχεις κάστορος; καστόριον; category inherited from bundle source
L727,νεφροὶ σκίγκων,νεφροι σκιγκων,,L1086,subtype,animal,
L728,ὄνυξ αἰγῶν,ονυξ αιγων,,,,animal,split from workbook list: ὄνυξ αἰγῶν; ὄνυξ ὀνείων; category inherited from bundle source
L729,ὄνυξ ὀνείων,ονυξ ονειων,,,,animal,split from workbook list: ὄνυξ αἰγῶν; ὄνυξ ὀνείων; category inherited from bundle source
L730,ὀστέον κεκαυμένον,οστεον κεκαυμενον,,,,animal,split from workbook list: ὀστέον κεκαυμένον; ὀστᾶ κεκαυμένα; category inherited from bundle source
