row_idx,author,book,chapter,lemma_gr,lemma_en,edition_pages,chapter_gr,section_gr,var_par_prod_gr,entry_gr,var_par_prod_en,entry_en,book_no_gr,chapter_no_gr,cat,lemma_derived,derived_from
60,paul,7,3,ἄμωμον,,2.193,,Ἄμωμον,,"Ἄμωμον ἔοικεν τὴν δύναμιν ἀκόρῳ, ἀλλ' ἐκεῖνο μὲν ξηρότερον, τοῦτο δὲ πεπτικώτερον.",,,,,,,
61,paul,7,3,ἀναγαλλίς,,2.193,,Ἀναγαλλὶς,,"Ἀναγαλλὶς ἑκατέρα ῥυπτικῆς ἱκανῶς ἐστι δυνάμεως ἔχουσά τι καὶ ὑπόθερμον καὶ ἑλκτικόν, ὥστε καὶ σκόλοπας ἐπισπᾶσθαι καὶ ἐκ ῥινῶν καθαίρειν τὸν χυλὸν αὐτῆς.",,,,,,,
62,paul,7,3,ἀνάγυρος,,2.193-194,,Ἀνάγυρος,,Ἀνάγυρος θάμνος ἐστὶ δυσώδης καὶ δριμὺς θερμῆς τε καὶ διαφορητικῆς δυνάμεως· τὸ δὲ σπέρμα λεπτομερέστερόν τέ ἐστι καὶ ἐμετικόν.,,,,,,,
63,paul,7,3,ἀνδράχνη,,2.194,,Ἀνδράχνη,,"Ἀνδράχνη ψύχει μὲν κατὰ τὴν τρίτην ἀπόστασιν, ὑγραίνει δὲ κατὰ τὴν δευτέραν· ταῦτά τοι καὶ τοὺς καυσουμένους ὀνίνησι κατὰ τῆς κοιλίας ἐπιτιθεμένη καὶ ἀποκρούεται τὰ ῥεύματα τῇ τε γλισχρότητι τὰς ἐκ τῶν ὀξέων αἱμωδίας καταλεαίνει, διὰ δὲ τὴν στῦψιν καὶ δυσεντερίας καὶ αἱμορραγίας ὀνίνησιν.",,,,,,,
64,paul,7,3,ἀνδρόσαιμον,,2.194,,Ἀνδρόσαιμον,,"Ἀνδρόσαιμον διττόν, τὸ μὲν ἕτερον ἄσκυρον ἢ ἀσκυροειδὲς ὀνομάζεται εἶδος ὑπάρχον ὑπερικοῦ, θάτερον δὲ Διονυσιάς· ἔστι δὲ ὁ μὲν καρπὸς αὐτῶν καθαρτικός, τὰ δὲ φύλλα ξηραντικώτερα.",,,,,,,
65,paul,7,3,ἀνδρόσακες,,2.194,,Ἀνδρόσακες,,"Ἀνδρόσακες πικρὰ καὶ δριμεῖα πόα διαφοροῦσα καὶ ξηραίνουσα, πινομένη δὲ αὐτή τε καὶ ὁ καρπὸς αὐτῆς οὖρα κινεῖ.",,,,,,,
66,paul,7,3,ἀνεμῶναι,,2.194,,Ἀνεμῶναι,,"Ἀνεμῶναι πᾶσαι δριμείας καὶ ῥυπτικῆς εἰσιν ἐπισπαστικῆς τε καὶ ἀναστομωτικῆς δυνάμεως, ὅθεν φλέγμα τε προκαλοῦνται καὶ λέπρας ἀφιστᾶσι προστιθέμεναι καὶ γάλα κατασπῶσιν.",,,,,,,
67,paul,7,3,ἄνηθον,,2.194,,Ἄνηθον,,"Ἄνηθον θερμαίνει μὲν κατὰ τὴν δευτέραν τάξιν ἐπιτεταμένην, ξηραίνει δὲ σύνεγγυς· ὅπερ ἑψόμενον ἐν ἐλαίῳ διαφορητικόν τε καὶ ἀνώδυνον καὶ ὑπνοποιὸν καὶ πεπτικὸν ὠμῶν ὄγκων ὑπάρχει. καυθὲν δὲ τῆς τρίτης τάξεως τῶν θερμαινόντων τε καὶ ξηραινόντων γίνεται καὶ πλαδαροῖς ἕλκεσιν ἐπιπλαττόμενον ὀνίνησιν· ὑγρότερον δὲ καὶ ἧττον θερμὸν καὶ πεπτικόν ἐστι τὸ χλωρόν.",,,,,,,
68,paul,7,3,ἀνθύλλιος,,2.194,,Ἀνθύλλιος,,"Ἀνθύλλιος διττὴ μέν ἐστιν, ἄμφω δὲ ξηραίνουσιν ἕλκη, ἡ δὲ ἐοικυῖα τῇ χαμαιπίτυι λεπτομερεστέρα ἐστίν, ὡς καὶ τοῖς ἐπιληπτικοῖς ἁρμόττειν· ἔστι δὲ καὶ ῥυπτικωτέρα.",,,,,,,
69,paul,7,3,ἀνίσου τὸ σπέρμα,,2.194,,Ἀνίσου τὸ σπέρμα,,Ἀνίσου τὸ σπέρμα δριμύτερόν ἐστι θερμαῖνόν τε καὶ ξηραῖνον κατὰ τὴν τρίτην ἀπόστασιν· ταῦτ' ἄρα καὶ οὐρητικόν ἐστι καὶ διαφορητικὸν πνευμάτων.,,,,,,,
70,paul,7,3,ἀντίρρινον:ἀνάρρινον,,2.195,,Ἀντίρρινον ἢ ἀνάρρινον,,"Ἀντίρρινον ἢ ἀνάρρινον παραπλησίαν ἔχει τῷ βουβωνίῳ δύναμιν, καταδεέστερον δέ· ἐξ ἐκείνου οὖν καὶ τοῦτο μαθήσῃ.",,,,,,,
71,paul,7,3,ἀνωνίς:ὀνωνίς,,2.195,,Ἀνωνὶς ἢ ὀνωνὶς,,"Ἀνωνὶς ἢ ὀνωνὶς θερμὴ τὴν δύναμίν ἐστι, μάλιστα κατὰ τὴν ῥίζαν· ἧς ὁ χυλὸς πινόμενος σὺν οἴνῳ οὖρά τε ἄγει καὶ λίθους θρύπτει ἐσχάρας τε ῥήσσει καὶ ὀδόντας πραΰνει.",,,,,,,
72,paul,7,3,ἀπαρίνη:φιλάνθρωπος:ὀμφακόκαρπος,,2.195,,"Ἀπαρίνη, οἱ δὲ φιλάνθρωπον, οἱ δὲ ὀμφακόκαρπον",,"Ἀπαρίνη, οἱ δὲ φιλάνθρωπον, οἱ δὲ ὀμφακόκαρπον, μετρίως ῥύπτει καὶ ξηραίνει, ἔχει δέ τι καὶ λεπτομερές.",,,,,,,alias_review
73,paul,7,3,ἄπιος,,2.195,,Ἄπιος,,"Ἄπιος ἀνώμαλός ἐστι κατὰ τὴν κρᾶσιν τὸ μέν τι γεῶδες ἔχουσα, τὸ δὲ ὑδατῶδες· δι' ὃ ἐσθιομένη εὐστόμαχός τέ ἐστι καὶ ἄδιψος, καταπλαττομένη δὲ ξηραίνει τε καὶ μετρίως ψύχει.",,,,,,,
74,paul,7,3,ἀπόκυνον:κυνοκράμβη:κυνόμορον,,2.195,,"Ἀπόκυνον ἢ κυνοκράμβη, λέγεται δὲ καὶ κυνόμορον",,"Ἀπόκυνον ἢ κυνοκράμβη, λέγεται δὲ καὶ κυνόμορον, ἐπειδὴ τάχιστα τοὺς κύνας ἀναιρεῖ, ἔστι δὲ καὶ ἀνθρώπων δηλητήριον, ἱκανῶς οὖσα δυσώδης τε καὶ θερμὴ χωρὶς τοῦ ξηραίνειν· ὅθεν καταπλασσομένη διαφορητικῆς ἐστι δυνάμεως.",,,,,,,alias_review
75,paul,7,3,ἀπόχυμα,,2.195,,Ἀπόχυμα,,Ἀπόχυμα ἡ ἀπὸ τῶν πλοίων ἐστὶν ἀποξυομένη παλαιὰ πίττα διαχυτική τε οὖσα καὶ ξηραντικὴ καὶ διαφορητικὴ τῶν ὄγκων.,,,,,,,
76,paul,7,3,ἀράχνη τὸ ζῷον,,2.195,,Ἀράχνην,,Ἀράχνην τὸ ζῷον συμμαλαχθεῖσαν ἐμπλάστρῳ καὶ ἐπιτεθεῖσαν μετώπῳ καὶ κροτάφοις τριταϊκὰς περιόδους ἀπολύειν φησὶ Διοσκουρίδης· τὸ δὲ ὕφος αὐτῆς ἐπιτιθέμενον αἱμορραγίαν ἵστησιν καὶ ἀφλέγμαντα τηρεῖ τὰ ἐπιπολῆς ἕλκη.,,,,,,,
77,paul,7,3,ἀργεμώνη,,2.195,,Ἀργεμώνη,,Ἀργεμώνη ῥυπτικῆς τε καὶ διαφορητικῆς ἐστι δυνάμεως.,,,,,,,
78,paul,7,3,ἀρίσαρον,,2.195,,Ἀρίσαρον,,Ἀρίσαρον καὶ μικρότερόν ἐστι τοῦ ἄρου πολλῷ καὶ δριμύτερον ῥίζαν ἐλαίας ἔχουσα τὸ μέγεθος.,,,,,,,
79,paul,7,3,ἀριστολοχία,,2.195,,Ἀριστολοχία,,"Ἀριστολοχία πᾶσα μὲν θερμὴ καὶ λεπτομερής ἐστι καὶ ῥυπτικὴ πικρά τε καὶ ὑπόδριμυς, χρειωδεστάτη πρὸς τὰς ἰάσεις· ἀλλ' ἡ μὲν στρογγύλη λεπτομερεστέρα καὶ κατὰ πάντα δραστικωτέρα, ἡ δὲ κληματῖτις εὐώδης μέν, ἀσθενεστέρα δέ, ἡ δὲ μακρὰ τὰ μὲν ἄλλα μεταξὺ τούτων ἐστί, θερμὴ δὲ οὐχ ἧττον τῆς στρογγύλης.",,,,,,,
80,paul,7,3,ἄρκευθος,,2.196,,Ἄρκευθος,,"Ἄρκευθος θερμαίνει καὶ ξηραίνει κατὰ τὴν τρίτην τάξιν· ὁ δὲ καρπὸς θερμαίνει μὲν ὁμοίως, ξηραίνει δὲ πρώτης τάξεως.",,,,,,,
81,paul,7,3,ἄρκιον προσωπῖτις,,2.196,,Ἄρκιον προσωπῖτις,,"Ἄρκιον προσωπῖτις τὰ φύλλα τοῖς τῆς κολοκυνθίδος ἔχον ὅμοια, μείζονα δὲ καὶ σκληρότερα, διαφορητικὸν μέν ἐστι καὶ ξηραντικόν, ἔχει δέ τι καὶ στυπτικόν· δι' ὃ καὶ τὰ φύλλα αὐτοῦ παλαιὰ ἕλκη θεραπεύει.",,,,,,,
82,paul,7,3,ἄρκτιον,,2.196,,Ἄρκτιον,,"Ἄρκτιον φλόμῳ παραπλήσιόν ἐστι, τὴν δὲ ῥίζαν ἁπαλὴν καὶ λευκὴν καὶ γλυκεῖαν ἔχον, λεπτομεροῦς τε καὶ ξηραντικῆς δυνάμεως καὶ ῥυπτικῆς μετρίως.",,,,,,,
83,paul,7,3,Ἀρμένιον,,2.196,,Ἀρμενιακὸν,,Ἀρμενιακὸν δύναμιν ἔχει ῥυπτικὴν ἅμα βραχείᾳ δριμύτητι καὶ στύψει βραχυτέρᾳ· δι' ὃ καὶ μίγνυται ταῖς ὀφθαλμικαῖς δυνάμεσιν καὶ τριχῶν τῶν ἐν βλεφάροις ἐστὶν αὐξητικόν.,,,,,,,
84,paul,7,3,ἀρναβώ,,2.196,,Ἀρναβὼ,,"Ἀρναβὼ τῶν ἀρωματιζόντων ἐστίν, ὅθεν τοῖς μύροις μάλιστα μίγνυται, θερμῆς τε καὶ ξηρᾶς ὑπάρχον δυνάμεως κατὰ τὴν τρίτην που τάξιν παραπλήσιον κασσίᾳ τε καὶ καρπησίῳ· ὅθεν ὁ Ποσειδώνιος μὴ παρόντος κιναμώμου τούτῳ φησὶ χρῆσθαι.",,,,,,,
85,paul,7,3,ἀρνόγλωσσον,,2.196,,Ἀρνόγλωσσον,,Ἀρνόγλωσσον ψύχει τε ἅμα καὶ ξηραίνει κατὰ τὴν δευτέραν ἀπόστασιν μικτὸν ἐξ ὑδατώδους τε καὶ γεώδους ὑπάρχον οὐσίας ἔχον τι καὶ στύψεως· δι' ὃ πρὸς ἕλκη τε κακοήθη καὶ πρὸς ῥεύματα καὶ σηπεδόνας ἁρμόττει καὶ αἱμορραγίας ἐπέχει. καὶ πλείστοις ἁρμόττει τῇ συμμετρίᾳ τῆς κράσεως· καὶ γὰρ ξηρότητος ἀδήκτου μετέχει καὶ ψύξεως μηδέπω ναρκούσης.,,,,,,,
86,paul,7,3,ἄρον,,2.196,,Ἄρον,,Ἄρον τῆς πρώτης ἐστὶ τάξεως ἔν τε τῷ θερμαίνειν καὶ ξηραίνειν ἐκ γεώδους καὶ τοῦτο γεγονὸς οὐσίας θερμῆς τε καὶ ῥυπτικῆς· αἱ ῥίζαι δὲ αὐτοῦ θερμότεραι. τὸ δὲ δρακόντιον ἰσχυρότερον.,,,,,,,
87,paul,7,3,ἀρσενικόν,,2.196,,Ἀρσενικὸν,,"Ἀρσενικὸν καυστικῆς ἐστι δυνάμεως, χρῶνται δὲ αὐτῷ καὶ εἰς τὰς ψιλώσεις τῶν τριχῶν· εἰ δὲ χρονίσοι, καὶ αὐτοῦ τοῦ δέρματος ἅπτεται, καιόμενον δὲ λεπτομερέστερον γίνεται.",,,,,,,
88,paul,7,3,ἀρτεμισίαι,,2.197,,Ἀρτεμισίαι,,"Ἀρτεμισίαι ἀμφότεραι θερμαίνουσι μὲν κατὰ τὴν δευτέραν τάξιν, ξηραίνουσι δὲ κατὰ τὴν πρώτην· εἰσὶ δὲ καὶ λεπτομερεῖς, ὥστε καὶ τοὺς ἐν νεφροῖς λίθους θρύπτειν καὶ πυρίαις ὑστερῶν ἁρμόττειν.",,,,,,,
89,paul,7,3,ἄρτος,,2.197,,Ἄρτος,,Ἄρτος καταπλασσόμενος διαφορητικώτερός ἐστι τῆς τῶν πυρῶν δυνάμεως ὡς ἂν καὶ ἁλῶν καὶ ζύμης μετέχων· ἐπισπαστικὴ γάρ ἐστι τῶν ἐκ βάθους ἡ ζύμη.,,,,,,,
90,paul,7,3,ἄσαρον,,2.197,,Ἄσαρον,,"Ἄσαρον παραπλησίας ἐστὶ τῷ ἀκόρῳ δυνάμεως, ἐπιτεταμένης δὲ μᾶλλον.",,,,,,,
91,paul,7,3,ἀσβόλη,,2.197,,Ἀσβόλη,,"Ἀσβόλη, ᾗ οἱ ζωγράφοι χρῶνται, λαμβάνεται μὲν ἐκ τῶν ὑελουργείων, διαφορητικῆς τε καὶ δριμείας δυνάμεώς ἐστιν, ὥστε καὶ καίειν καὶ σήπειν, ἀπουλοῖ δὲ καὶ τὰ καύματα σὺν ῥοδίνῃ κηρωτῇ.",,,,,,,
92,paul,7,3,ἀσκαλαβώτης,,2.197,,Ἀσκαλαβώτης,,"Ἀσκαλαβώτης τὸ ζῷον ἄχρηστον μέν ἐστιν εἰς τὰ ἄλλα, τοῖς δὲ ὑπὸ σκορπίου πληγεῖσιν αὐτόν φασι βοηθεῖν ἐπιτιθέμενον· μίγνυται δὲ καὶ ἐντατικαῖς δυνάμεσιν.",,,,,,,
93,paul,7,3,ἀσκληπιάς,,2.197,,Ἀσκληπιὰς,,"Ἀσκληπιὰς θερμὴ καὶ ξηρὰ τὴν δύναμιν ὑπάρχουσα καὶ λεπτομερὴς ἁρμόζει στροφουμένοις ἐν οἴνῳ πινομένη, καταπλασσομένη δὲ ποιεῖ πρός τε τὰ θηριόδηκτα καὶ τὰ ἐν μήτρᾳ καὶ μαστοῖς κακοήθη.",,,,,,,
94,paul,7,3,ἄσκυρον,,2.197,,Ἄσκυρον,,Ἄσκυρον ἐν τῷ ἀνδρόσαιμον εἴρηται.,,,,,,,
95,paul,7,3,ἀσπάλαθος,,2.197,,Ἀσπάλαθος,,Ἀσπάλαθος ἀνομοιομερής ἐστι τὴν δύναμιν δριμύς τε καὶ στυπτικὸς ὑπάρχων καὶ δι' ἄμφω ξηραίνων· διὰ τοῦτο πρός τε σηπεδόνας καὶ ῥεύματα χρήσιμός ἐστιν.,,,,,,,
96,paul,7,3,ἀσπάραγος πετραῖος:μυακάνθινος,,2.197,,Ἀσπάραγος πετραῖος ἢ μυακάνθινος,,"Ἀσπάραγος πετραῖος ἢ μυακάνθινος ῥυπτικὸς μέν ἐστι, μέσος δὲ κατὰ θερμότητα καὶ ψῦξιν· δι' ὃ νεφρῶν τε καὶ ἥπατός ἐστιν ἐκφρακτικός, καὶ μάλιστα αἱ ῥίζαι καὶ τὸ σπέρμα, καὶ ὀδονταλγίας ἰᾶται.",,,,,,,
97,paul,7,3,ἄσπληνον,,2.197,,Ἄσπληνον,,"Ἄσπληνον λεπτομερὲς μέν ἐστι τὴν δύναμιν, οὐ μὴν θερμόν· ταῦτ' ἄρα καὶ λίθους θρύπτει καὶ σπλῆνας τήκει.",,,,,,,
98,paul,7,3,ἀσταφίς,,2.197-198,,Ἀσταφὶς,,"Ἀσταφὶς ἡ μὲν ἥμερος πεπτικῆς τε ἅμα καὶ στυπτικῆς καὶ διαφορητικῆς ἀτρέμα μετέχει δυνάμεως, ἡ δὲ ἀγρία δριμείας ἰσχυρῶς, ὡς ἀποφλεγματίζειν τε καὶ ῥύπτειν σφοδρῶς.",,,,,,,
99,paul,7,3,ἀστὴρ ἀττικός:βουβώνιον,,2.198,,"Ἀστὴρ Ἀττικός, οἱ δὲ βουβώνιον",,"Ἀστὴρ Ἀττικός, οἱ δὲ βουβώνιον, ὅτι μὴ μόνον ἐπιπλαττόμενον, ἀλλὰ καὶ περιαπτόμενον ἰᾶσθαι βουβῶνας πεπίστευται, μικτῆς ὑπάρχει δυνάμεως διαφορητικῆς τε καὶ ψυκτικῆς.",,,,,,,alias_review
100,paul,7,3,ἀστράγαλος,,2.198,,Ἀστράγαλος,,Ἀστράγαλος θαμνίσκος ἐστὶ μικρὸς ἔχων ῥίζας στυπτικὰς ξηραίνων οὐκ ἀγεννῶς· ἕλκη γοῦν ἀπουλοῖ παλαιὰ καὶ κοιλίαν ἵστησιν ἡ ῥίζα μετ' οἴνου πινομένη. πλεῖστος δὲ ἐν Φενεῷ τῆς Ἀρκαδίας γεννᾶται.,,,,,,,
101,paul,7,3,ἄσφαλτος,,2.198,,Ἄσφαλτος,,Ἄσφαλτος ξηραίνει καὶ θερμαίνει κατὰ τὴν δευτέραν τάξιν· δι' ὃ κολλᾷ τὰ ἔναιμα ἕλκη.,,,,,,,
