entry_id,source,ref,chapter_title_gr,chapter_title_en,lemma_ids,part_id,greek,greek_normalized,translation,trans_status,e_vol,e_page_start,e_page_end,word_count,notes
PAUL_AEG-7.3.1,PAUL_AEG,7.3.1,Ἀβρότονον,,,,Ἀβρότονον θερμαίνει καὶ ξηραίνει κατὰ τὴν τρίτην ἀπόστασιν διαφορητικῆς τε καὶ τμητικῆς ὑπάρχον δυνάμεως· ἐλαχίστης γὰρ μετέχει τῆς στρυφνότητος. καὶ ἀνατριβόμενον σὺν ἐλαίῳ δι' ὅλου τοῦ σώματος τὰ κατὰ περίοδον ῥίγη ὑγιάζει· ἔστι δὲ κακοστόμαχον. τὸ δὲ κεκαυμένον μᾶλλον τοῦ ἀκαύστου ξηραῖνον ἀλωπεκίας ἰᾶται σύν τινι τῶν λεπτομερῶν ἐλαίων.,αβροτονον θερμαινει και ξηραινει κατα την τριτην αποστασιν διαφορητικης τε και τμητικης υπαρχον δυναμεως· ελαχιστης γαρ μετεχει της στρυφνοτητος. και ανατριβομενον συν ελαιω δι' ολου του σωματος τα κατα περιοδον ριγη υγιαζει· εστι δε κακοστομαχον. το δε κεκαυμενον μαλλον του ακαυστου ξηραινον αλωπεκιας ιαται συν τινι των λεπτομερων ελαιων.,,draft,2,186,187,49,paul_row=0; lemma_gr=ἀβρότονον; edition_pages=2.186-187
PAUL_AEG-7.3.2,PAUL_AEG,7.3.2,Ἀγάλοχον,,,,"Ἀγάλοχον ξύλον ἐστὶν Ἰνδικὸν παραπλήσιον θύᾳ εὐῶδες, ὃ διαμασώμενον πρὸς εὐωδίαν στόματος ποιεῖ· ἔστι δὲ καὶ θυμίαμα. ἡ δὲ ῥίζα αὐτοῦ ὅσον 𐅻 α ὁλκὴ πινομένη πλάδον ἰᾶται στομάχου καὶ ἔκλυσιν· καὶ ἡπατικοῖς δὲ καὶ δυσεντερικοῖς ἁρμόζει καὶ πλευριτικοῖς.","αγαλοχον ξυλον εστιν ινδικον παραπλησιον θυα ευωδες, ο διαμασωμενον προς ευωδιαν στοματος ποιει· εστι δε και θυμιαμα. η δε ριζα αυτου οσον 𐅻 α ολκη πινομενη πλαδον ιαται στομαχου και εκλυσιν· και ηπατικοις δε και δυσεντερικοις αρμοζει και πλευριτικοις.",,draft,2,187,187,39,paul_row=1; lemma_gr=ἀγάλοχον; edition_pages=2.187
PAUL_AEG-7.3.3,PAUL_AEG,7.3.3,Ἀγαρικὸν,,,,"Ἀγαρικὸν ῥίζα ἐστὶν ἐπίφυσις πρέμνου χαύνη τὴν σύστασιν σύνθετος ἐξ ἀερώδους τε καὶ γεώδους οὐσίας διαφορητική τε τὴν δύναμιν καὶ πάχους τμητικὴ καὶ καθαρτική, μάλιστα τῶν ἐν τοῖς σπλάγχνοις ἐμφράξεων.","αγαρικον ριζα εστιν επιφυσις πρεμνου χαυνη την συστασιν συνθετος εξ αερωδους τε και γεωδους ουσιας διαφορητικη τε την δυναμιν και παχους τμητικη και καθαρτικη, μαλιστα των εν τοις σπλαγχνοις εμφραξεων.",,draft,2,187,187,30,paul_row=2; lemma_gr=ἀγαρικόν; edition_pages=2.187
PAUL_AEG-7.3.4,PAUL_AEG,7.3.4,Ἀγήρατον,,,,Ἀγήρατον δυνάμεώς ἐστι διαφορητικῆς τε καὶ ἀτρέμα πως ἀφλεγμάντου.,αγηρατον δυναμεως εστι διαφορητικης τε και ατρεμα πως αφλεγμαντου.,,draft,2,187,187,9,paul_row=3; lemma_gr=ἀγήρατον; edition_pages=2.187
PAUL_AEG-7.3.5,PAUL_AEG,7.3.5,Ἄγνος ἢ λύγος,,,,"Ἄγνος ἢ λύγος θερμαίνει καὶ ξηραίνει κατὰ τὴν τρίτην τάξιν· ἔστι δὲ καὶ λεπτομερὴς καὶ ἄφυσος, ὅθεν καὶ πρὸς ἁγνείαν πεπίστευται δρᾶν, οὐ μόνον ἐσθιόμενος καὶ πινόμενος, ἀλλὰ καὶ ὑποστρωννύμενος. ποιεῖ δὲ τὸ σπέρμα αὐτοῦ καὶ πρὸς ἔμφραξιν ἥπατος καὶ σπληνὸς πινόμενον. φρυττόμενος δὲ ἧττόν ἐστι φυσώδης καὶ εὐανάδοτος.","αγνος η λυγος θερμαινει και ξηραινει κατα την τριτην ταξιν· εστι δε και λεπτομερης και αφυσος, οθεν και προς αγνειαν πεπιστευται δραν, ου μονον εσθιομενος και πινομενος, αλλα και υποστρωννυμενος. ποιει δε το σπερμα αυτου και προς εμφραξιν ηπατος και σπληνος πινομενον. φρυττομενος δε ηττον εστι φυσωδης και ευαναδοτος.",,draft,2,187,187,49,paul_row=4; lemma_gr=ἄγνος:λύγος; edition_pages=2.187
PAUL_AEG-7.3.6,PAUL_AEG,7.3.6,Ἄγρωστις,,,,"Ἄγρωστις (ἡ τοῦ Παρνασοῦ μάλιστα χρήσιμός ἐστι) ξηραντική τε καὶ μετρίως ψυκτικὴ καὶ λεπτομερὴς καὶ ὑπόστρυφνός ἐστι· δι' ὃ τραύματά τε κολλᾷ τὰ ἔναιμα, καὶ λίθους τὸ ἀφέψημα αὐτῆς θρύπτει.","αγρωστις (η του παρνασου μαλιστα χρησιμος εστι) ξηραντικη τε και μετριως ψυκτικη και λεπτομερης και υποστρυφνος εστι· δι' ο τραυματα τε κολλα τα εναιμα, και λιθους το αφεψημα αυτης θρυπτει.",,draft,2,187,187,30,paul_row=5; lemma_gr=ἄγρωστις; edition_pages=2.187
PAUL_AEG-7.3.7,PAUL_AEG,7.3.7,Ἄγχουσαι,,,,"Ἄγχουσαι τέσσαρες οὐ τῆς αὐτῆς ἅπασαι δυνάμεως· ἡ μὲν γὰρ ὀνόκλεια προσαγορευομένη στύφουσάν τε καὶ ὑπόπικρον ἔχει τὴν ῥίζαν, ὅθεν σπληνικούς τε καὶ νεφριτικοὺς ὠφελεῖ, καταπλασσομένη δὲ σὺν ἀλφίτοις ἐρυσιπέλασιν ἁρμόζει· τὰ δὲ φύλλα τῆς ῥίζης ἧττον ψύχει τε καὶ ξηραίνει, δι' ὃ καὶ πρὸς διάρροιαν πίνεται. ἡ δὲ λύκαψος στυπτικωτέρα πως ὑπάρχουσα ὁμοίως ἐρυσιπέλασιν ἁρμόττει. ἡ δὲ ὀνόχειλός τε καὶ Ἀλκιβιάδειος φαρμακωδεστέρα τούτων οὖσα ἐχεοδήκτους ὠφελεῖ καταπλασσομένη τε καὶ περιαπτομένη καὶ ἐσθιομένη. ἡ δὲ τετάρτη μικροτέρα τῶν ἄλλων οὖσα σχεδὸν ἀνώνυμός ἐστι, πικροτέρα δὲ τῆς Ἀλκιβιαδείου τυγχάνουσα πρὸς τὰς πλατείας ἕλμινθας ἁρμόζει πλῆθος ὀξυβάφου πινομένη.","αγχουσαι τεσσαρες ου της αυτης απασαι δυναμεως· η μεν γαρ ονοκλεια προσαγορευομενη στυφουσαν τε και υποπικρον εχει την ριζαν, οθεν σπληνικους τε και νεφριτικους ωφελει, καταπλασσομενη δε συν αλφιτοις ερυσιπελασιν αρμοζει· τα δε φυλλα της ριζης ηττον ψυχει τε και ξηραινει, δι' ο και προς διαρροιαν πινεται. η δε λυκαψος στυπτικωτερα πως υπαρχουσα ομοιως ερυσιπελασιν αρμοττει. η δε ονοχειλος τε και αλκιβιαδειος φαρμακωδεστερα τουτων ουσα εχεοδηκτους ωφελει καταπλασσομενη τε και περιαπτομενη και εσθιομενη. η δε τεταρτη μικροτερα των αλλων ουσα σχεδον ανωνυμος εστι, πικροτερα δε της αλκιβιαδειου τυγχανουσα προς τας πλατειας ελμινθας αρμοζει πληθος οξυβαφου πινομενη.",,draft,2,187,187,96,paul_row=6; lemma_gr=ἄγχουσαι; edition_pages=2.187
PAUL_AEG-7.3.8,PAUL_AEG,7.3.8,Ἀδάρκη,,,,"Ἀδάρκη οἷον ἀφρός τίς ἐστιν ὕδατος ἁλμυροῦ περιπεπηγὼς φορυτῷ τε καὶ καλάμοις, δριμυτάτη δέ ἐστι καὶ θερμαντικὴ ἐγγὺς τοῦ καίειν ἔξωθεν προστιθεμένη σὺν ἄλλοις· εἴσω γὰρ τοῦ σώματος οὐχ οἷόν τε λαβεῖν αὐτήν.","αδαρκη οιον αφρος τις εστιν υδατος αλμυρου περιπεπηγως φορυτω τε και καλαμοις, δριμυτατη δε εστι και θερμαντικη εγγυς του καιειν εξωθεν προστιθεμενη συν αλλοις· εισω γαρ του σωματος ουχ οιον τε λαβειν αυτην.",,draft,2,188,188,33,paul_row=7; lemma_gr=ἀδάρκη; edition_pages=2.188
PAUL_AEG-7.3.9,PAUL_AEG,7.3.9,Ἀδίαντον,,,,"Ἀδίαντον ξηραίνει, λεπτύνει, διαφορεῖ μετρίως, κατὰ δὲ τὸ θερμὸν καὶ ψυχρὸν μεταξύ πώς ἐστιν· ἀλωπεκίας γοῦν ἰᾶται καὶ ὄγκους διαφορεῖ καὶ λίθους θρύπτει πινόμενον καὶ τὰς ἐκ πνεύμονος ἀναφορὰς ξηραίνει· ῥεῦμα κοιλίας ἵστησιν.","αδιαντον ξηραινει, λεπτυνει, διαφορει μετριως, κατα δε το θερμον και ψυχρον μεταξυ πως εστιν· αλωπεκιας γουν ιαται και ογκους διαφορει και λιθους θρυπτει πινομενον και τας εκ πνευμονος αναφορας ξηραινει· ρευμα κοιλιας ιστησιν.",,draft,2,188,188,33,paul_row=8; lemma_gr=ἀδίαντον; edition_pages=2.188
PAUL_AEG-7.3.10,PAUL_AEG,7.3.10,Ἀείζῳον,,,,"Ἀείζῳον διττόν, ψύχει μὲν ἐκ τῆς τρίτης ἀποστάσεως, ξηραίνει δὲ καὶ στύφει μετρίως· ταύτῃ ἄρα καὶ πρὸς ἐρυσιπέλατά τε καὶ ἕρπητας καὶ τὰς ἐκ ῥεύματος ἁρμόζει φλεγμονάς.","αειζωον διττον, ψυχει μεν εκ της τριτης αποστασεως, ξηραινει δε και στυφει μετριως· ταυτη αρα και προς ερυσιπελατα τε και ερπητας και τας εκ ρευματος αρμοζει φλεγμονας.",,draft,2,188,188,27,paul_row=9; lemma_gr=ἀείζῳον; edition_pages=2.188
PAUL_AEG-7.3.11,PAUL_AEG,7.3.11,Ἀετώνυχον,,,,Ἀετώνυχον ἐν τῷ περὶ λιθοσπέρμου λεχθήσεται.,αετωνυχον εν τω περι λιθοσπερμου λεχθησεται.,,draft,2,188,188,6,paul_row=10; lemma_gr=ἀετώνυχον; edition_pages=2.188
PAUL_AEG-7.3.12,PAUL_AEG,7.3.12,Ἀθήρα,,,,Ἀθήρα πολτάριόν ἐστι ῥοφηματῶδες ἐκ τῆς ἀληλεσμένης ζειᾶς ἢ ἀπὸ σίτου σκευαζόμενον παιδίοις ἁρμόζον· ποιεῖ δὲ καὶ εἰς κατάπλασμα.,αθηρα πολταριον εστι ροφηματωδες εκ της αληλεσμενης ζειας η απο σιτου σκευαζομενον παιδιοις αρμοζον· ποιει δε και εις καταπλασμα.,,draft,2,188,188,19,paul_row=11; lemma_gr=ἀθήρα; edition_pages=2.188
PAUL_AEG-7.3.13,PAUL_AEG,7.3.13,Αἰγίλωψ,,,,"Αἰγίλωψ διαφορητικὴν ἔχει δύναμιν, ὅθεν τὰς σκληρυνομένας φλεγμονὰς καὶ τοὺς αἰγίλωπας ἰᾶται.","αιγιλωψ διαφορητικην εχει δυναμιν, οθεν τας σκληρυνομενας φλεγμονας και τους αιγιλωπας ιαται.",,draft,2,188,188,12,paul_row=12; lemma_gr=αἰγίλωψ; edition_pages=2.188
PAUL_AEG-7.3.14,PAUL_AEG,7.3.14,Αἴγειρος,,,,"Αἴγειρος θερμαίνει μὲν κατὰ τὴν πρώτην τάξιν, ξηραίνει δὲ μετρίως καὶ λεπτομερής ἐστιν· ἧς τὰ μὲν φύλλα μετ' ὄξους καταπλασσόμενα ποδαγρικὰς ὀδύνας παύει, ἡ δὲ ἐξ αὐτῆς ῥητίνη θερμοτέρα τῶν ἀνθῶν οὖσα μίγνυται ἀκόποις τε καὶ μαλάγμασιν· ὁ καρπὸς δὲ μετ' ὄξους πινόμενος ἐπιληπτικοὺς ὠφελεῖ.","αιγειρος θερμαινει μεν κατα την πρωτην ταξιν, ξηραινει δε μετριως και λεπτομερης εστιν· ης τα μεν φυλλα μετ' οξους καταπλασσομενα ποδαγρικας οδυνας παυει, η δε εξ αυτης ρητινη θερμοτερα των ανθων ουσα μιγνυται ακοποις τε και μαλαγμασιν· ο καρπος δε μετ' οξους πινομενος επιληπτικους ωφελει.",,draft,2,188,188,45,paul_row=13; lemma_gr=αἴγειρος; edition_pages=2.188
PAUL_AEG-7.3.15,PAUL_AEG,7.3.15,Αἰδοῖον ἄρρενος ἐλάφου,,,,"Αἰδοῖον ἄρρενος ἐλάφου ξηρανθέν τε καὶ λεῖον σὺν οἴνῳ ποθὲν ἐχεοδήκτοις βοηθεῖ, μίγνυται δὲ καὶ συνθέτοις δυνάμεσιν.","αιδοιον αρρενος ελαφου ξηρανθεν τε και λειον συν οινω ποθεν εχεοδηκτοις βοηθει, μιγνυται δε και συνθετοις δυναμεσιν.",,draft,2,188,188,17,paul_row=14; lemma_gr=αἰδοῖον ἄρρενος ἐλάφου; edition_pages=2.188
PAUL_AEG-7.3.16,PAUL_AEG,7.3.16,Αἰθάλη καὶ λίγνυς,,,,Αἰθάλη καὶ λίγνυς κατὰ τὸ λ ῥηθήσεται.,αιθαλη και λιγνυς κατα το λ ρηθησεται.,,draft,2,188,188,7,paul_row=15; lemma_gr=αἰθάλη:λίγνυς; edition_pages=2.188
PAUL_AEG-7.3.17,PAUL_AEG,7.3.17,Αἰθιοπὶς,,,,"Αἰθιοπὶς παραπλήσια μὲν ἔχει φλόμῳ τὰ φύλλα, τῆς δὲ ῥίζης αὐτῆς τὸ ἀφέψημα πινόμενον ἰσχιαδικοῖς βοηθεῖ πλευριτικοῖς τε καὶ αἱμοπτυϊκοῖς ἀρτηρίας τε τραχύτητι μετὰ μέλιτος.","αιθιοπις παραπλησια μεν εχει φλομω τα φυλλα, της δε ριζης αυτης το αφεψημα πινομενον ισχιαδικοις βοηθει πλευριτικοις τε και αιμοπτυικοις αρτηριας τε τραχυτητι μετα μελιτος.",,draft,2,188,188,25,paul_row=16; lemma_gr=αἰθιοπίς; edition_pages=2.188
PAUL_AEG-7.3.18,PAUL_AEG,7.3.18,Αἷμα,,,,"Αἷμα ψυχρὸν οὐδέν ἐστιν, ἀλλὰ τὸ μὲν τῶν ὑῶν ὑγρόν τέ ἐστι καὶ ἧττον θερμόν, ἀνθρωπείῳ μάλιστα τὴν κρᾶσιν ἐοικός, τὸ δὲ τῶν περιστερῶν καὶ φάττης καὶ τρυγόνος εὔκρατόν πως ὑπάρχον τὰ ἐν τοῖς ὀφθαλμοῖς ὑποσφάγματα ἰᾶται θερμὸν ἐνσταζόμενον καὶ τῇ παχείᾳ μήνιγγι ἐγχεόμενον ἐπὶ τῶν ἀνατρηθέντων ἀφλέγμαντόν ἐστιν· τὸ δὲ τῆς γλαυκὸς σὺν οἴνῳ πινόμενον ἢ ὕδατι δύσπνοιαν ὀνίνησι. τὸ δὲ τῶν νυκτερίδων τιτθούς τε διαφυλάττει παρθένων, καὶ ἄτριχον εἶναί φασι καταχριόμενον, ὡσαύτως δὲ καὶ τὸ τῶν βατράχων καὶ τὸ τοῦ χαμαιλέοντος καὶ τὸ τῶν κροτώνων τῶν κυνῶν· ὁ δὲ Γαληνὸς πειράσας ἐψεῦσθαι ταῦτά φησι. τὸ δὲ τῶν αἰγῶν διὰ ξηρότητα τοὺς ὑδεριῶντας ὠφελεῖ μετὰ μέλιτος πινόμενον καὶ τοὺς ἐν νεφροῖς λίθους θρύπτει. τὸ δὲ τῶν κατοικιδίων ὀρνίθων αἱμορραγίας μηνίγγων ἐπέχει. τὸ δὲ τῶν ἀρνῶν ἐπιληπτικοὺς ὠφελεῖ, τὸ δὲ τῶν ἐρίφων νεοπαγὲς ἔτι ὅσον ἡμικοτύλιον σὺν ἴσῳ ὄξει πινόμενον τοὺς ἀπὸ θώρακος αἷμα ἀνάγοντας ἰᾶται. τὸ δὲ τῶν ἄρκτων καὶ τῶν ἀγρίων αἰγῶν καὶ τράγων καὶ ταύρων ἀποστήματα πεπαίνειν φασίν. τὸ δὲ τοῦ χερσαίου κροκοδείλου ποιητικὸν ὀξυδορκίας ἐστίν. τὸ δὲ τῶν ὀχευτῶν ἵππων σηπταῖς μίγνυται δυνάμεσιν. ἡ δὲ δι' αἱμάτων ἀντίδοτος πρὸς τὰ θανάσιμα φάρμακα διδομένη καὶ νήττης αἷμα καὶ ἐρίφου καὶ χηνὸς δέχεται.","αιμα ψυχρον ουδεν εστιν, αλλα το μεν των υων υγρον τε εστι και ηττον θερμον, ανθρωπειω μαλιστα την κρασιν εοικος, το δε των περιστερων και φαττης και τρυγονος ευκρατον πως υπαρχον τα εν τοις οφθαλμοις υποσφαγματα ιαται θερμον ενσταζομενον και τη παχεια μηνιγγι εγχεομενον επι των ανατρηθεντων αφλεγμαντον εστιν· το δε της γλαυκος συν οινω πινομενον η υδατι δυσπνοιαν ονινησι. το δε των νυκτεριδων τιτθους τε διαφυλαττει παρθενων, και ατριχον ειναι φασι καταχριομενον, ωσαυτως δε και το των βατραχων και το του χαμαιλεοντος και το των κροτωνων των κυνων· ο δε γαληνος πειρασας εψευσθαι ταυτα φησι. το δε των αιγων δια ξηροτητα τους υδεριωντας ωφελει μετα μελιτος πινομενον και τους εν νεφροις λιθους θρυπτει. το δε των κατοικιδιων ορνιθων αιμορραγιας μηνιγγων επεχει. το δε των αρνων επιληπτικους ωφελει, το δε των εριφων νεοπαγες ετι οσον ημικοτυλιον συν ισω οξει πινομενον τους απο θωρακος αιμα αναγοντας ιαται. το δε των αρκτων και των αγριων αιγων και τραγων και ταυρων αποστηματα πεπαινειν φασιν. το δε του χερσαιου κροκοδειλου ποιητικον οξυδορκιας εστιν. το δε των οχευτων ιππων σηπταις μιγνυται δυναμεσιν. η δε δι' αιματων αντιδοτος προς τα θανασιμα φαρμακα διδομενη και νηττης αιμα και εριφου και χηνος δεχεται.",,draft,2,188,189,195,paul_row=17; lemma_gr=αἷμα; edition_pages=2.188-189
PAUL_AEG-7.3.19,PAUL_AEG,7.3.19,Αἶρα,,,,Αἶρα θερμαίνει καὶ ξηραίνει πλησίον τῆς τρίτης ἀποστάσεως ἴριδι τὴν δύναμιν ἴση τυγχάνουσα.,αιρα θερμαινει και ξηραινει πλησιον της τριτης αποστασεως ιριδι την δυναμιν ιση τυγχανουσα.,,draft,2,189,189,13,paul_row=18; lemma_gr=αἶρα; edition_pages=2.189
PAUL_AEG-7.3.20,PAUL_AEG,7.3.20,Ἀκαλλὶς,,,,"Ἀκαλλὶς θάμνου καρπός ἐστιν ἐν Αἰγύπτῳ γεννωμένου, οὗ τὸ ἀπόβρεγμα τοῖς πρὸς ὀξυδορκίαν κολλουρίοις μίγνυται.","ακαλλις θαμνου καρπος εστιν εν αιγυπτω γεννωμενου, ου το αποβρεγμα τοις προς οξυδορκιαν κολλουριοις μιγνυται.",,draft,2,189,189,15,paul_row=19; lemma_gr=ἀκαλλίς; edition_pages=2.189
PAUL_AEG-7.3.21,PAUL_AEG,7.3.21,Ἀκακία,,,,"Ἀκακία τρίτης μέν ἐστι τῶν ξηραινόντων τάξεως, πρώτης δὲ τῶν ψυχόντων, εἰ δὲ πλυθείη, δευτέρας· ἔστι δὲ καὶ στρυφνὴ καὶ γεώδης.","ακακια τριτης μεν εστι των ξηραινοντων ταξεως, πρωτης δε των ψυχοντων, ει δε πλυθειη, δευτερας· εστι δε και στρυφνη και γεωδης.",,draft,2,189,189,21,paul_row=20; lemma_gr=ἀκακία; edition_pages=2.189
PAUL_AEG-7.3.22,PAUL_AEG,7.3.22,Ἀκαλήφης,,,,"Ἀκαλήφης ὅ τε καρπὸς καὶ τὰ φύλλα λεπτομερῆ τέ ἐστι καὶ ξηραίνουσιν ἀδήκτως ὄγκους τε διαφοροῦσι καὶ ῥύπτουσιν ὑπάγουσί τε γαστέρα, φυσώδη δὲ μετρίως εἰσίν· δι' ὃ καὶ πρὸς συνουσίαν παρορμᾷ.","ακαληφης ο τε καρπος και τα φυλλα λεπτομερη τε εστι και ξηραινουσιν αδηκτως ογκους τε διαφορουσι και ρυπτουσιν υπαγουσι τε γαστερα, φυσωδη δε μετριως εισιν· δι' ο και προς συνουσιαν παρορμα.",,draft,2,189,189,31,paul_row=21; lemma_gr=ἀκαλήφης; edition_pages=2.189
PAUL_AEG-7.3.23,PAUL_AEG,7.3.23,"Ἄκανθος, οἱ δὲ μελάμφυλλον, οἱ δὲ παιδέρωτα",,,,"Ἄκανθος, οἱ δὲ μελάμφυλλον, οἱ δὲ παιδέρωτα, διαφορητικῆς ἐστι καὶ ξηραντικῆς δυνάμεως.","ακανθος, οι δε μελαμφυλλον, οι δε παιδερωτα, διαφορητικης εστι και ξηραντικης δυναμεως.",,draft,2,189,189,12,paul_row=22; lemma_gr=ἄκανθος:μελάμφυλλος:παιδέρωτα; edition_pages=2.189; derived_from=alias_review
PAUL_AEG-7.3.24,PAUL_AEG,7.3.24,Ἀκάνθιον,,,,Ἀκάνθιον λεπτομεροῦς καὶ θερμῆς ὂν δυνάμεως σπωμένοις βοηθεῖ.,ακανθιον λεπτομερους και θερμης ον δυναμεως σπωμενοις βοηθει.,,draft,2,189,189,8,paul_row=23; lemma_gr=ἀκάνθιον; edition_pages=2.189
PAUL_AEG-7.3.25,PAUL_AEG,7.3.25,Ἄκανθα λευκὴ,,,,"Ἄκανθα λευκὴ τὴν μὲν ῥίζαν ξηραντικήν τε καὶ μετρίως στύφουσαν ἔχει· δι' ὃ καὶ στομαχικοὺς καὶ αἱμοπτυϊκοὺς καὶ ὀδονταλγοῦντας ὠφελεῖ· τὸ δὲ σπέρμα λεπτομεροῦς τε καὶ θερμῆς ἐστι δυνάμεως, ὅθεν καὶ σπασμὸν ἰᾶται.","ακανθα λευκη την μεν ριζαν ξηραντικην τε και μετριως στυφουσαν εχει· δι' ο και στομαχικους και αιμοπτυικους και οδονταλγουντας ωφελει· το δε σπερμα λεπτομερους τε και θερμης εστι δυναμεως, οθεν και σπασμον ιαται.",,draft,2,190,190,33,paul_row=24; lemma_gr=ἄκανθα λευκή; edition_pages=2.190
PAUL_AEG-7.3.26,PAUL_AEG,7.3.26,"Ἄκανθα Αἰγυπτία, οἱ δὲ Ἀραβική",,,,"Ἄκανθα Αἰγυπτία, οἱ δὲ Ἀραβική, στυπτικῆς τε καὶ ξηραντικῆς ἄγαν ἐστὶ δυνάμεως· ὅθεν αἵματός τε καὶ τῶν ἄλλων ῥευμάτων ἐστὶν ἐφεκτική.","ακανθα αιγυπτια, οι δε αραβικη, στυπτικης τε και ξηραντικης αγαν εστι δυναμεως· οθεν αιματος τε και των αλλων ρευματων εστιν εφεκτικη.",,draft,2,190,190,21,paul_row=25; lemma_gr=ἄκανθα αἰγυπτία:ἄκανθα ἀραβική; edition_pages=2.190; derived_from=alias_review
PAUL_AEG-7.3.27,PAUL_AEG,7.3.27,Ἄκινος,,,,"Ἄκινος ὠκίμῳ παραπλήσιος οὖσα στύφει μετρίως· ὅθεν ἵστησι κοιλίαν καὶ ἔμμηνα πινομένη, καταπλασσομένη δὲ φύγεθλα καὶ ἐρυσιπέλατα ὠφελεῖ.","ακινος ωκιμω παραπλησιος ουσα στυφει μετριως· οθεν ιστησι κοιλιαν και εμμηνα πινομενη, καταπλασσομενη δε φυγεθλα και ερυσιπελατα ωφελει.",,draft,2,190,190,18,paul_row=26; lemma_gr=ἄκινος; edition_pages=2.190
PAUL_AEG-7.3.28,PAUL_AEG,7.3.28,Ἀκόνιτον,,,,"Ἀκόνιτον τὸ μὲν παρδαλιαγχὲς σηπτικῆς καὶ δηλητηρίου δυνάμεώς ἐστιν· ὅθεν ἔσωθεν μὲν αὐτὸ μὴ ληπτέον, ἔξωθεν μέντοι ἐπὶ τῶν σαπῆναι δεομένων σαρκῶν χρηστέον αὐτῷ· τὸ δὲ λυκοκτόνον τῆς αὐτῆς ὂν τῷ προτέρῳ δυνάμεως ἰδίως τοὺς λύκους ἀναιρεῖ, ὥσπερ ἐκεῖνο τὰς παρδάλεις.","ακονιτον το μεν παρδαλιαγχες σηπτικης και δηλητηριου δυναμεως εστιν· οθεν εσωθεν μεν αυτο μη ληπτεον, εξωθεν μεντοι επι των σαπηναι δεομενων σαρκων χρηστεον αυτω· το δε λυκοκτονον της αυτης ον τω προτερω δυναμεως ιδιως τους λυκους αναιρει, ωσπερ εκεινο τας παρδαλεις.",,draft,2,190,190,41,paul_row=27; lemma_gr=ἀκόνιτον; edition_pages=2.190
PAUL_AEG-7.3.29,PAUL_AEG,7.3.29,Ἄκορον,,,,"Ἄκορον θερμαίνει καὶ ξηραίνει κατὰ τὴν τρίτην ἀπόστασιν, χρώμεθα δὲ τῇ ῥίζῃ αὐτοῦ πρός τε τὸ κινῆσαι οὖρα καὶ πρὸς σπληνὸς σκίρρον· λεπτύνει δὲ καὶ τὰ πάχη τοῦ κερατοειδοῦς.","ακορον θερμαινει και ξηραινει κατα την τριτην αποστασιν, χρωμεθα δε τη ριζη αυτου προς τε το κινησαι ουρα και προς σπληνος σκιρρον· λεπτυνει δε και τα παχη του κερατοειδους.",,draft,2,190,190,29,paul_row=28; lemma_gr=ἄκορον; edition_pages=2.190
PAUL_AEG-7.3.30,PAUL_AEG,7.3.30,Ἀκρίδες,,,,"Ἀκρίδες ὑποθυμιώμεναι δυσουρίας, μάλιστα γυναικῶν, ὠφελοῦσιν. ἡ δὲ ἄπτερος ἀκρὶς σκορπιοπλήκτοις βοηθεῖ πινομένη σὺν οἴνῳ.","ακριδες υποθυμιωμεναι δυσουριας, μαλιστα γυναικων, ωφελουσιν. η δε απτερος ακρις σκορπιοπληκτοις βοηθει πινομενη συν οινω.",,draft,2,190,190,15,paul_row=29; lemma_gr=ἀκρίδες; edition_pages=2.190
PAUL_AEG-7.3.31,PAUL_AEG,7.3.31,Ἀκτῆ,,,,"Ἀκτῆ ἥ τε μεγάλη καὶ ἡ χαμαιάκτη ξηραντικῆς ἐστι δυνάμεως καὶ μετρίως διαφορητικῆς καὶ κολλητικῆς, πινόμεναι δὲ ἢ ἐσθιόμεναι ὕδωρ ἄγουσι διὰ γαστρός.","ακτη η τε μεγαλη και η χαμαιακτη ξηραντικης εστι δυναμεως και μετριως διαφορητικης και κολλητικης, πινομεναι δε η εσθιομεναι υδωρ αγουσι δια γαστρος.",,draft,2,190,190,23,paul_row=30; lemma_gr=ἀκτῆ; edition_pages=2.190
PAUL_AEG-7.3.32,PAUL_AEG,7.3.32,Ἅλες,,,,"Ἅλες ξηραντικῆς ἱκανῶς καὶ στυπτικῆς εἰσι δυνάμεως· ὅθεν, ὅσον μὲν ὑγρόν ἐστιν ἐν τοῖς σώμασι, τοῦτο πᾶν ἐκβόσκονται, τὸ δὲ ὑπόλοιπον συνάγουσι τῇ στύψει· δι' ὃ καὶ ταριχεύουσι καὶ ἄσηπτα φυλάττουσιν. οἱ δὲ κεκαυμένοι διαφοροῦσι μᾶλλον.","αλες ξηραντικης ικανως και στυπτικης εισι δυναμεως· οθεν, οσον μεν υγρον εστιν εν τοις σωμασι, τουτο παν εκβοσκονται, το δε υπολοιπον συναγουσι τη στυψει· δι' ο και ταριχευουσι και ασηπτα φυλαττουσιν. οι δε κεκαυμενοι διαφορουσι μαλλον.",,draft,2,190,190,36,paul_row=31; lemma_gr=ἅλες; edition_pages=2.190
