entry_id,source,ref,chapter_title_gr,chapter_title_en,lemma_ids,part_id,greek,greek_normalized,translation,trans_status,e_vol,e_page_start,e_page_end,word_count,notes
PAUL_AEG-7.3.111,PAUL_AEG,7.3.111,Βαλάνου μυρεψικῆς,,,,"Βαλάνου μυρεψικῆς τὸ μὲν ἔνδον οἷον σαρκῶδες ῥυπτικήν τε καὶ τμητικὴν ἅμα στύψει τὴν δύναμιν ἔχει· δι' ὃ μετὰ μελικράτου μὲν πινόμενον ὁλκὴ δραχμῆς ἔμετόν τε κινεῖ καὶ τὴν κάτω κοιλίαν ὑπάγει, σὺν ὀξυκράτῳ δὲ πρὸς τὰς τῶν σπλάγχνων ἐμφράξεις ἁρμόζει· καὶ τῶν περὶ τὸ δέρμα δὲ σὺν ὄξει καταχριόμενον ῥυπτικόν ἐστιν. ὁ μέντοι φλοιὸς αὐτοῦ πάνυ στύφει.","βαλανου μυρεψικης το μεν ενδον οιον σαρκωδες ρυπτικην τε και τμητικην αμα στυψει την δυναμιν εχει· δι' ο μετα μελικρατου μεν πινομενον ολκη δραχμης εμετον τε κινει και την κατω κοιλιαν υπαγει, συν οξυκρατω δε προς τας των σπλαγχνων εμφραξεις αρμοζει· και των περι το δερμα δε συν οξει καταχριομενον ρυπτικον εστιν. ο μεντοι φλοιος αυτου πανυ στυφει.",,draft,2,199,199,58,paul_row=110; lemma_gr=βάλανος μυρεψική; edition_pages=2.199
PAUL_AEG-7.3.112,PAUL_AEG,7.3.112,Βάκχαρις,,,,"Βάκχαρις εὐώδης ἐστὶν πόα παραπλήσιος κιναμώμῳ, στεφανωματική, δριμεῖα. ταύτης ἡ ῥίζα ἀφεψομένη ἐκφρακτικὴ γίνεται καὶ οὔρων καὶ ἐμμήνων κινητική, τὰ δὲ φύλλα αὐτῆς στυπτικὰ ὄντα πρὸς ῥεύματα ὠφελεῖ.","βακχαρις ευωδης εστιν ποα παραπλησιος κιναμωμω, στεφανωματικη, δριμεια. ταυτης η ριζα αφεψομενη εκφρακτικη γινεται και ουρων και εμμηνων κινητικη, τα δε φυλλα αυτης στυπτικα οντα προς ρευματα ωφελει.",,draft,2,199,199,28,paul_row=111; lemma_gr=βάκχαρις; edition_pages=2.199
PAUL_AEG-7.3.113,PAUL_AEG,7.3.113,Βαλαύστιον ἄνθος,,,,Βαλαύστιον ἄνθος ἐστὶν ἀγρίας ῥοιᾶς ἰσχυρῶς στυπτικὸν ξηράν τε καὶ ψυχρὰν ἔχον τὴν δύναμιν· ἕλκη τε οὖν ἐπιπόλαια ἀφουλοῖ καὶ ῥεύματα ἵστησιν.,βαλαυστιον ανθος εστιν αγριας ροιας ισχυρως στυπτικον ξηραν τε και ψυχραν εχον την δυναμιν· ελκη τε ουν επιπολαια αφουλοι και ρευματα ιστησιν.,,draft,2,199,199,22,paul_row=112; lemma_gr=βαλαύστιον; edition_pages=2.199
PAUL_AEG-7.3.114,PAUL_AEG,7.3.114,Βαλσάμου,,,,"Βαλσάμου τὸ μὲν οἷον ξύλον ξηραίνει καὶ θερμαίνει κατὰ τὴν δευτέραν ἀπόστασιν, ἔστι δὲ καὶ λεπτομερές· ὁ δὲ ὀπὸς αὐτοῦ πολλῷ λεπτομερέστερος, ὁ δὲ καρπὸς παραπλησίας μὲν δυνάμεως, ἧττον δὲ λεπτομερής.","βαλσαμου το μεν οιον ξυλον ξηραινει και θερμαινει κατα την δευτεραν αποστασιν, εστι δε και λεπτομερες· ο δε οπος αυτου πολλω λεπτομερεστερος, ο δε καρπος παραπλησιας μεν δυναμεως, ηττον δε λεπτομερης.",,draft,2,199,199,31,paul_row=113; lemma_gr=βάλσαμον; edition_pages=2.199
PAUL_AEG-7.3.115,PAUL_AEG,7.3.115,"Βαλωτή, οἱ δὲ μέλαν πράσιον",,,,"Βαλωτή, οἱ δὲ μέλαν πράσιον, δριμείας ἐστὶ καὶ ῥυπτικῆς δυνάμεως· καταπλασσόμενον γοῦν σὺν ἁλσὶν κυνοδήκτους ὠφελεῖ.","βαλωτη, οι δε μελαν πρασιον, δριμειας εστι και ρυπτικης δυναμεως· καταπλασσομενον γουν συν αλσιν κυνοδηκτους ωφελει.",,draft,2,200,200,16,paul_row=114; lemma_gr=βαλωτή:μέλαν πράσιον; edition_pages=2.200; derived_from=alias_review
PAUL_AEG-7.3.116,PAUL_AEG,7.3.116,Βάτου,,,,"Βάτου τὸ μὲν θαμνῶδες ἱκανῶς στύφει καὶ ξηραίνει· δι' ὃ καὶ τραύματα κολλᾷ καὶ ῥεύματα ἵστησιν· ἡ δὲ ῥίζα πρὸς τῷ στύφειν καὶ λεπτομερὴς οὐκ ὀλίγως ἐστίν· δι' ὃ καὶ τοὺς ἐν νεφροῖς λίθους θρύπτει. ὁ δὲ καρπὸς πέπειρος μὲν ὢν θερμότερός ἐστιν ἅμα στύψει μετρίᾳ· δι' ὃ καὶ ἐδώδιμος· ὁ δὲ ἄωρος στρυφνός τε καὶ ἰσχυρῶς ξηραντικός, καὶ μάλιστα ξηρανθείς, ὁμοίως δὲ καὶ τὸ ἄνθος.","βατου το μεν θαμνωδες ικανως στυφει και ξηραινει· δι' ο και τραυματα κολλα και ρευματα ιστησιν· η δε ριζα προς τω στυφειν και λεπτομερης ουκ ολιγως εστιν· δι' ο και τους εν νεφροις λιθους θρυπτει. ο δε καρπος πεπειρος μεν ων θερμοτερος εστιν αμα στυψει μετρια· δι' ο και εδωδιμος· ο δε αωρος στρυφνος τε και ισχυρως ξηραντικος, και μαλιστα ξηρανθεις, ομοιως δε και το ανθος.",,draft,2,200,200,66,paul_row=115; lemma_gr=βάτου; edition_pages=2.200
PAUL_AEG-7.3.117,PAUL_AEG,7.3.117,Βατράχιον,,,,"Βατράχιον τέσσαρας μὲν ἔχει διαφοράς, ἅπαντα δὲ θερμῆς καὶ ξηρᾶς ὑπερβαλλόντως εἰσὶ δυνάμεως καὶ δριμείας καὶ καυστικῆς, ὥστε ἑλκοῦν μετὰ πόνου· μετρίως δὲ χρωμένῳ τὰ περὶ τὸ δέρμα μόνον ἀποσμήχει. ἡ δὲ ῥίζα ξηρὰ πταρμικόν ἐστι φάρμακον.","βατραχιον τεσσαρας μεν εχει διαφορας, απαντα δε θερμης και ξηρας υπερβαλλοντως εισι δυναμεως και δριμειας και καυστικης, ωστε ελκουν μετα πονου· μετριως δε χρωμενω τα περι το δερμα μονον αποσμηχει. η δε ριζα ξηρα πταρμικον εστι φαρμακον.",,draft,2,200,200,37,paul_row=116; lemma_gr=βατράχιον; edition_pages=2.200
PAUL_AEG-7.3.118,PAUL_AEG,7.3.118,Βάτραχοι,,,,"Βάτραχοι ἐπὶ μὲν θηριοδήκτων ζωμιστοὶ ἐσθίονται, κεκαυμένων δὲ αὐτῶν ἡ τέφρα ξηραντικωτάτη γινομένη αἱμορραγίας τε ἵστησιν καὶ ἀλωπεκίας ἰᾶται μετὰ πίσσης ὑγρᾶς.","βατραχοι επι μεν θηριοδηκτων ζωμιστοι εσθιονται, κεκαυμενων δε αυτων η τεφρα ξηραντικωτατη γινομενη αιμορραγιας τε ιστησιν και αλωπεκιας ιαται μετα πισσης υγρας.",,draft,2,200,200,22,paul_row=117; lemma_gr=βάτραχοι; edition_pages=2.200
PAUL_AEG-7.3.119,PAUL_AEG,7.3.119,Βδέλλιον,,,,"Βδέλλιον τό τε Σκυθικὸν καὶ τὸ Ἀραβικὸν μαλακτικῆς ἐστι τῶν σκιρρουμένων δυνάμεως, καὶ μάλιστα τὸ νέον· τὸ δὲ Ἀραβικὸν καὶ διουρητικόν ἐστι καὶ λίθων θρυπτικὸν καὶ συμπεπτικόν.","βδελλιον το τε σκυθικον και το αραβικον μαλακτικης εστι των σκιρρουμενων δυναμεως, και μαλιστα το νεον· το δε αραβικον και διουρητικον εστι και λιθων θρυπτικον και συμπεπτικον.",,draft,2,200,200,27,paul_row=118; lemma_gr=βδέλλιον; edition_pages=2.200
PAUL_AEG-7.3.120,PAUL_AEG,7.3.120,Βεττονίκη λεπτόκλωνός,,,,"Βεττονίκη λεπτόκλωνός ἐστι πόα παραπλήσια τὰ κλωνία τοῖς τοῦ γλήχωνος ἔχουσα καὶ λεπτότερα καὶ σχεδὸν ἄποια γευομένοις, φύεται δὲ μάλιστα ἐν πετρώδεσι τόποις· ᾗ χρῶνται καὶ ἐν ταῖς νεφριτικαῖς δυνάμεσιν. ἔστι δὲ καὶ παρὰ Ῥωμαίοις ἄλλη τις βεττονίκη καλουμένη, ἣν ὁ Διοσκουρίδης κέστρον ὀνομάζει, ἄλλοι δὲ ψυχότροφον διὰ τὸ χαίρειν τοῖς ψυχροῖς τόποις, μηδὲν ὅμοιον ἔχουσα τῇ προειρημένῃ πλὴν τῆς ἐνεργείας· πρὸς δὲ τῷ κινεῖν οὖρα καὶ πρὸς ἄλλα πολλὰ ποιεῖ, καὶ μάλιστα ἡ μὲν ῥίζα αὐτῆς μεθ' ὑδρομέλιτος ποθεῖσα ἔμετον κινεῖ, τὰ δὲ φύλλα κοιλίαν ὑπάγει.","βεττονικη λεπτοκλωνος εστι ποα παραπλησια τα κλωνια τοις του γληχωνος εχουσα και λεπτοτερα και σχεδον αποια γευομενοις, φυεται δε μαλιστα εν πετρωδεσι τοποις· η χρωνται και εν ταις νεφριτικαις δυναμεσιν. εστι δε και παρα ρωμαιοις αλλη τις βεττονικη καλουμενη, ην ο διοσκουριδης κεστρον ονομαζει, αλλοι δε ψυχοτροφον δια το χαιρειν τοις ψυχροις τοποις, μηδεν ομοιον εχουσα τη προειρημενη πλην της ενεργειας· προς δε τω κινειν ουρα και προς αλλα πολλα ποιει, και μαλιστα η μεν ριζα αυτης μεθ' υδρομελιτος ποθεισα εμετον κινει, τα δε φυλλα κοιλιαν υπαγει.",,draft,2,200,200,87,paul_row=119; lemma_gr=βεττονίκη; edition_pages=2.200
PAUL_AEG-7.3.121,PAUL_AEG,7.3.121,"Βηχίον, οἱ δὲ βηχικόν",,,,"Βηχίον, οἱ δὲ βηχικόν, εἴρηται μὲν ἀπὸ τοῦ βῆχάς τε καὶ ὀρθοπνοίας ὠφελεῖν ὑποθυμιώμενον, σύνθετον δέ ἐστιν ἐκ θερμῆς τε καὶ ὑδατώδους οὐσίας.","βηχιον, οι δε βηχικον, ειρηται μεν απο του βηχας τε και ορθοπνοιας ωφελειν υποθυμιωμενον, συνθετον δε εστιν εκ θερμης τε και υδατωδους ουσιας.",,draft,2,201,201,23,paul_row=120; lemma_gr=βηχίον:βηχικόν; edition_pages=2.201; derived_from=alias_review
PAUL_AEG-7.3.122,PAUL_AEG,7.3.122,Βλίτον,,,,Βλίτον ἐδώδιμόν ἐστι λάχανον ὑγρὸν καὶ ψυχρὸν κατὰ τὴν δευτέραν ἀπόστασιν.,βλιτον εδωδιμον εστι λαχανον υγρον και ψυχρον κατα την δευτεραν αποστασιν.,,draft,2,201,201,11,paul_row=121; lemma_gr=βλίτον; edition_pages=2.201
PAUL_AEG-7.3.123,PAUL_AEG,7.3.123,Βολβὸς,,,,Βολβὸς ὁ μὲν ἐδώδιμος πικρότητός τε ἅμα καὶ στύψεως μετέχων ξηραντικός τέ ἐστι καὶ κολλητικὸς τραυμάτων καὶ ῥυπτικός· ὁ δὲ ἐμετικὸς θερμότερός ἐστι τῆς τούτου δυνάμεως.,βολβος ο μεν εδωδιμος πικροτητος τε αμα και στυψεως μετεχων ξηραντικος τε εστι και κολλητικος τραυματων και ρυπτικος· ο δε εμετικος θερμοτερος εστι της τουτου δυναμεως.,,draft,2,201,201,26,paul_row=122; lemma_gr=βολβός; edition_pages=2.201
PAUL_AEG-7.3.124,PAUL_AEG,7.3.124,"Βότρυς, οἱ δὲ ἀμβροσίαν, ἄλλοι ἀρτεμισίαν",,,,"Βότρυς, οἱ δὲ ἀμβροσίαν, ἄλλοι ἀρτεμισίαν, φυτόν ἐστιν εὐῶδες ἱκανῶς, ὃ σὺν οἴνῳ πινόμενον ὀρθοπνοϊκοὺς ὠφελεῖ.","βοτρυς, οι δε αμβροσιαν, αλλοι αρτεμισιαν, φυτον εστιν ευωδες ικανως, ο συν οινω πινομενον ορθοπνοικους ωφελει.",,draft,2,201,201,16,paul_row=123; lemma_gr=βότρυς:ἀμβροσία; edition_pages=2.201; derived_from=alias_review
PAUL_AEG-7.3.125,PAUL_AEG,7.3.125,Βουβώνιον,,,,Βουβώνιον ἀστὴρ Ἀττικὸς εἴρηται.,βουβωνιον αστηρ αττικος ειρηται.,,draft,2,201,201,4,paul_row=124; lemma_gr=βουβώνιον; edition_pages=2.201
PAUL_AEG-7.3.126,PAUL_AEG,7.3.126,Βούγλωσσον,,,,Βούγλωσσον ὑγρὸν καὶ θερμόν ἐστι τὴν κρᾶσιν· ὅθεν καὶ τοῖς οἴνοις ἐμβαλλόμενον εὐφροσύνην ἐμποιεῖν λέγεται.,βουγλωσσον υγρον και θερμον εστι την κρασιν· οθεν και τοις οινοις εμβαλλομενον ευφροσυνην εμποιειν λεγεται.,,draft,2,201,201,15,paul_row=125; lemma_gr=βούγλωσσον; edition_pages=2.201
PAUL_AEG-7.3.127,PAUL_AEG,7.3.127,"Βούνιον, οἱ δὲ ἄρκτιον",,,,"Βούνιον, οἱ δὲ ἄρκτιον, θερμόν τέ ἐστι καὶ οὐρητικὸν καὶ καταμηνίων ἀγωγόν. καὶ τὸ ψευδοβούνιον δὲ ὅμοιον.","βουνιον, οι δε αρκτιον, θερμον τε εστι και ουρητικον και καταμηνιων αγωγον. και το ψευδοβουνιον δε ομοιον.",,draft,2,201,201,17,paul_row=126; lemma_gr=βούνιον:ἄρκτιον; edition_pages=2.201; derived_from=alias_review
PAUL_AEG-7.3.128,PAUL_AEG,7.3.128,Βούπρηστις,,,,Βούπρηστις ζωύφιόν ἐστι τῇ κανθαρίδι παραπλήσιον· ἀποτιθέσθω οὖν καθάπερ ἐκείνη.,βουπρηστις ζωυφιον εστι τη κανθαριδι παραπλησιον· αποτιθεσθω ουν καθαπερ εκεινη.,,draft,2,201,201,10,paul_row=127; lemma_gr=βούπρηστις; edition_pages=2.201
PAUL_AEG-7.3.129,PAUL_AEG,7.3.129,Βούτυρον,,,,"Βούτυρον πεπτικῆς καὶ μετρίως διαφορητικῆς ἐστι δυνάμεως ἐπὶ τῶν μαλακῶν σωμάτων· βουβῶνας γοῦν καὶ παρωτίδας ὠφελεῖ καὶ οὖλα λεπτύνει, καὶ μάλιστα τῶν ὀδοντοφυούντων παιδίων, καὶ τὰ κατὰ θώρακα ἐκλειχόμενον συμπέττει.","βουτυρον πεπτικης και μετριως διαφορητικης εστι δυναμεως επι των μαλακων σωματων· βουβωνας γουν και παρωτιδας ωφελει και ουλα λεπτυνει, και μαλιστα των οδοντοφυουντων παιδιων, και τα κατα θωρακα εκλειχομενον συμπεττει.",,draft,2,201,201,30,paul_row=128; lemma_gr=βούτυρον; edition_pages=2.201
PAUL_AEG-7.3.130,PAUL_AEG,7.3.130,Βούφθαλμον,,,,"Βούφθαλμον ὅμοιον μὲν ἔχει τῷ χαμαιμήλῳ τὸ ἄνθος, μεῖζον δὲ πολλῷ καὶ δριμύτερον· δι' ὃ καὶ διαφορητικόν, ὥστε καὶ σκληρίας ἰᾶσθαι κηρωτῇ μιγνύμενον.","βουφθαλμον ομοιον μεν εχει τω χαμαιμηλω το ανθος, μειζον δε πολλω και δριμυτερον· δι' ο και διαφορητικον, ωστε και σκληριας ιασθαι κηρωτη μιγνυμενον.",,draft,2,201,201,23,paul_row=129; lemma_gr=βούφθαλμον; edition_pages=2.201
PAUL_AEG-7.3.131,PAUL_AEG,7.3.131,Βράθυ,,,,"Βράθυ παραπλήσιον ὑπάρχον κυπαρίσσῳ θερμαίνει τε καὶ ξηραίνει κατὰ τὴν τρίτην ἀπόστασιν καὶ λεπτομερέστατόν ἐστι λεπτυντικῆς τε καὶ διαφορητικῆς ὑπάρχον, εἰ ποθείη, δυνάμεως εἴς τε τὰς σηπεδόνας ὅμοιόν ἐστι κυπαρίσσῳ.","βραθυ παραπλησιον υπαρχον κυπαρισσω θερμαινει τε και ξηραινει κατα την τριτην αποστασιν και λεπτομερεστατον εστι λεπτυντικης τε και διαφορητικης υπαρχον, ει ποθειη, δυναμεως εις τε τας σηπεδονας ομοιον εστι κυπαρισσω.",,draft,2,201,201,30,paul_row=130; lemma_gr=βράθυ; edition_pages=2.201
PAUL_AEG-7.3.132,PAUL_AEG,7.3.132,Βρεττανικὴ,,,,Βρεττανικὴ στυπτικῆς ἐστι καὶ κολλητικῆς δυνάμεως ὁμοίως τῷ ἀγρίῳ λαπάθῳ τὴν ἰδέαν· ὁ δὲ χυλὸς αὐτῆς τὰς ἐν στόματι σήψεις ἰᾶται.,βρεττανικη στυπτικης εστι και κολλητικης δυναμεως ομοιως τω αγριω λαπαθω την ιδεαν· ο δε χυλος αυτης τας εν στοματι σηψεις ιαται.,,draft,2,202,202,21,paul_row=131; lemma_gr=βρεττανική; edition_pages=2.202
PAUL_AEG-7.3.133,PAUL_AEG,7.3.133,Βρόμος,,,,"Βρόμος ὁμοίαν ἔχει κριθῇ τὴν δύναμιν· ξηραίνει δὲ καὶ διαφορεῖ μετρίως τε καὶ ἀδήκτως, ἔχει δέ τι καὶ στύψεως, ὅθεν καὶ διαρροίας ἰᾶται.","βρομος ομοιαν εχει κριθη την δυναμιν· ξηραινει δε και διαφορει μετριως τε και αδηκτως, εχει δε τι και στυψεως, οθεν και διαρροιας ιαται.",,draft,2,202,202,23,paul_row=132; lemma_gr=βρόμος; edition_pages=2.202
PAUL_AEG-7.3.134,PAUL_AEG,7.3.134,Βρύον θαλάσσιον,,,,Βρύον θαλάσσιον ψύχει τε καὶ στύφει· δι' ὃ τὰς ζεούσας φλεγμονὰς καταπλασσόμενον ὠφελεῖ.,βρυον θαλασσιον ψυχει τε και στυφει· δι' ο τας ζεουσας φλεγμονας καταπλασσομενον ωφελει.,,draft,2,202,202,13,paul_row=133; lemma_gr=βρύον θαλάσσιον; edition_pages=2.202
PAUL_AEG-7.3.135,PAUL_AEG,7.3.135,"Βρύον, οἱ δὲ σπλάγχνον",,,,"Βρύον, οἱ δὲ σπλάγχνον, ἐν δρυσὶ καὶ λεύκαις καὶ πεύκαις εὑρισκόμενον, διαφορητικόν τε καὶ μαλακτικὸν μετρίως ἐστί, καὶ μάλιστα τὸ ἐπὶ τῶν κέδρων.","βρυον, οι δε σπλαγχνον, εν δρυσι και λευκαις και πευκαις ευρισκομενον, διαφορητικον τε και μαλακτικον μετριως εστι, και μαλιστα το επι των κεδρων.",,draft,2,202,202,23,paul_row=134; lemma_gr=βρύον:σπλάγχνον; edition_pages=2.202; derived_from=alias_review
PAUL_AEG-7.3.136,PAUL_AEG,7.3.136,Βρυωνία,,,,Βρυωνία εἴρηται ἄμπελος λευκή.,βρυωνια ειρηται αμπελος λευκη.,,draft,2,202,202,4,paul_row=135; lemma_gr=βρυωνία; edition_pages=2.202
PAUL_AEG-7.3.137,PAUL_AEG,7.3.137,Γάλα,,,,"Γάλα πᾶν ἐκ τριῶν οὐσιῶν σύγκειται, τυρώδους, ὀρώδους, λιπαρᾶς, ἣν πλείστην ἔχει τὸ βόειον, ἐξ ἧς καὶ τὸ βούτυρον γίνεται· ὁ δὲ ὀρὸς αὐτοῦ ῥυπτικῆς ἐστι δυνάμεως, ὅθεν καὶ γαστέρα ὑπάγει, εἴ τις αὐτὸ τῇ ἑψήσει διακρίνειε· τὸ δὲ τυρῶδες καὶ παχὺ ἐμπλάττεται μᾶλλον καὶ διὰ τοῦτο δριμύτητας ἀμβλύνει. ἑψηθὲν δὲ τὸ γάλα ἤτοι διὰ καχλήκων ἢ ἄλλως πως ἄριστον γίνεται φάρμακον δυσεντερίας τε καὶ τῶν κατὰ γαστέρα δριμέων ῥευμάτων. ὅλον δὲ τὸ γάλα πρός τε τὰ κατ' ὀφθαλμοὺς δριμέα ῥεύματα καὶ τὰς ἄλλας δριμύτητας ἁρμόζει. εὐκρατότατον δὲ γάλα τὸ τῆς γυναικός ἐστι, μεθ' ὃ τὸ αἴγειον, εἶτα τὸ ὄνειόν τε καὶ προβάτειον, ἔσχατον δὲ τὸ βόειον.","γαλα παν εκ τριων ουσιων συγκειται, τυρωδους, ορωδους, λιπαρας, ην πλειστην εχει το βοειον, εξ ης και το βουτυρον γινεται· ο δε ορος αυτου ρυπτικης εστι δυναμεως, οθεν και γαστερα υπαγει, ει τις αυτο τη εψησει διακρινειε· το δε τυρωδες και παχυ εμπλαττεται μαλλον και δια τουτο δριμυτητας αμβλυνει. εψηθεν δε το γαλα ητοι δια καχληκων η αλλως πως αριστον γινεται φαρμακον δυσεντεριας τε και των κατα γαστερα δριμεων ρευματων. ολον δε το γαλα προς τε τα κατ' οφθαλμους δριμεα ρευματα και τας αλλας δριμυτητας αρμοζει. ευκρατοτατον δε γαλα το της γυναικος εστι, μεθ' ο το αιγειον, ειτα το ονειον τε και προβατειον, εσχατον δε το βοειον.",,draft,2,202,202,107,paul_row=136; lemma_gr=γάλα; edition_pages=2.202
PAUL_AEG-7.3.138,PAUL_AEG,7.3.138,Γαλῆς δὲ κεκαυμένης,,,,"Γαλῆς δὲ κεκαυμένης ἡ τέφρα ἱκανῶς διαφορεῖ· μετ' ὄξους γοῦν καταχριομένη ποδαγρικοὺς ὠφελεῖ, σκελετευθεῖσα δὲ πρὸς ἐπιληψίας πίνεται.","γαλης δε κεκαυμενης η τεφρα ικανως διαφορει· μετ' οξους γουν καταχριομενη ποδαγρικους ωφελει, σκελετευθεισα δε προς επιληψιας πινεται.",,draft,2,202,202,18,paul_row=137; lemma_gr=γαλῆς δὲ κεκαυμένης; edition_pages=2.202
PAUL_AEG-7.3.139,PAUL_AEG,7.3.139,Γάλιον,,,,"Γάλιον ὠνόμασται μὲν ἀπὸ τοῦ τὸ γάλα πηγνύειν, παραπλήσιον δέ ἐστιν ἀπαρίνῃ, ξηραντικόν τε καὶ ὑπόδριμυ· τὸ δὲ ἄνθος αὐτοῦ πρὸς αἱμορραγίαν ἁρμόζει καὶ πρὸς πυρίκαυτα.","γαλιον ωνομασται μεν απο του το γαλα πηγνυειν, παραπλησιον δε εστιν απαρινη, ξηραντικον τε και υποδριμυ· το δε ανθος αυτου προς αιμορραγιαν αρμοζει και προς πυρικαυτα.",,draft,2,202,203,26,paul_row=138; lemma_gr=γάλιον; edition_pages=2.202-203
PAUL_AEG-7.3.140,PAUL_AEG,7.3.140,"Γάλιψις, οἱ δὲ γαλίβδολον",,,,"Γάλιψις, οἱ δὲ γαλίβδολον, ἐμφερές ἐστιν ἀκαλήφῃ, λειότερον δὲ καὶ δυσῶδες, διαφορητικῆς τέ ἐστι καὶ μαλακτικῆς τῶν σκιρρωδῶν ὄγκων δυνάμεως, ποιεῖ δὲ καὶ πρὸς τὰ νομώδη καταπλασσόμενον.","γαλιψις, οι δε γαλιβδολον, εμφερες εστιν ακαληφη, λειοτερον δε και δυσωδες, διαφορητικης τε εστι και μαλακτικης των σκιρρωδων ογκων δυναμεως, ποιει δε και προς τα νομωδη καταπλασσομενον.",,draft,2,203,203,27,paul_row=139; lemma_gr=γάλιψις:γαλίβδολον; edition_pages=2.203; derived_from=alias_review
PAUL_AEG-7.3.141,PAUL_AEG,7.3.141,Γάρος,,,,Γάρος θερμαίνει καὶ ξηραίνει δυνατῶς· δι' ὃ πρός τε τὰ σηπεδονώδη τῶν ἑλκῶν ἔξωθεν αὐτῷ χρῶνται καὶ τοῖς δυσεντερικοῖς ἐνιᾶσι καὶ τοῖς ἰσχιαδικοῖς.,γαρος θερμαινει και ξηραινει δυνατως· δι' ο προς τε τα σηπεδονωδη των ελκων εξωθεν αυτω χρωνται και τοις δυσεντερικοις ενιασι και τοις ισχιαδικοις.,,draft,2,203,203,23,paul_row=140; lemma_gr=γάρος; edition_pages=2.203
PAUL_AEG-7.3.142,PAUL_AEG,7.3.142,Γεντιανῆς,,,,"Γεντιανῆς ῥίζα δραστήριος ἱκανῶς ἐστιν, ἵνα χρὴ λεπτῦναι καὶ διακαθῆραι καὶ ἀπορρύψαι καὶ ἐκφράξαι.","γεντιανης ριζα δραστηριος ικανως εστιν, ινα χρη λεπτυναι και διακαθηραι και απορρυψαι και εκφραξαι.",,draft,2,203,203,14,paul_row=141; lemma_gr=γεντιανή; edition_pages=2.203
PAUL_AEG-7.3.143,PAUL_AEG,7.3.143,Γεράνιον,,,,"Γεράνιον τὸ τὰ φύλλα ἔχον ἀνεμώνῃ ὅμοια, τὴν δὲ ῥίζαν ἐδώδιμον, ἥτις ποθεῖσα σὺν οἴνῳ 𐅻 α ἐμπνευματώσεις ὑστέρας λύει· τὸ δὲ ἕτερον γεράνιον ἀχρεῖόν ἐστι πρὸς ἰατρικήν.","γερανιον το τα φυλλα εχον ανεμωνη ομοια, την δε ριζαν εδωδιμον, ητις ποθεισα συν οινω 𐅻 α εμπνευματωσεις υστερας λυει· το δε ετερον γερανιον αχρειον εστι προς ιατρικην.",,draft,2,203,203,28,paul_row=142; lemma_gr=γεράνιον; edition_pages=2.203
